p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.38161683145847e-189,0.322116322918894,0.849,0.516,4.76323366291695e-186,Type4,Calb1
2.1813602408287e-182,0.85546507048433,0.869,0.591,4.36272048165739e-179,Type4,Adarb2
2.84727264361349e-177,0.570165954286629,0.872,0.531,5.69454528722698e-174,Type4,Brinp3
8.73558310370738e-176,0.574451827086642,0.879,0.564,1.74711662074148e-172,Type4,AI593442
1.38616252442676e-173,0.26115023678236,0.676,0.179,2.77232504885352e-170,Type4,Cldn5
7.22172908165636e-169,0.789158716076066,0.877,0.583,1.44434581633127e-165,Type4,Dock10
1.69812512059388e-168,0.499688361468567,0.822,0.344,3.39625024118777e-165,Type4,Fnbp1l
1.17193877714748e-164,0.307688332755501,0.831,0.474,2.34387755429496e-161,Type4,Slc2a13
1.17307500510156e-161,0.367645199573085,0.861,0.601,2.34615001020311e-158,Type4,Cdh9
1.91792471518401e-161,0.259754088852391,0.857,0.574,3.83584943036802e-158,Type4,Gm12216
3.75239381099727e-148,0.597816786533686,0.841,0.526,7.50478762199454e-145,Type4,Thsd7a
8.93195092789816e-147,0.312133330199295,0.835,0.415,1.78639018557963e-143,Type4,Cxcl12
6.01103002086795e-140,0.289000575401987,0.869,0.586,1.20220600417359e-136,Type4,Iqgap2
1.27644797959549e-138,0.343719408003447,0.787,0.435,2.55289595919099e-135,Type4,Gad1
6.62005383837524e-133,0.305251722124536,0.827,0.449,1.32401076767505e-129,Type4,Vav3
1.13890014291772e-132,0.85807177351412,0.756,0.292,2.27780028583545e-129,Type4,Ptchd4
3.7034434177061e-131,0.419793395893125,0.831,0.497,7.4068868354122e-128,Type4,Gnal
3.09034302731047e-124,0.490338459790019,0.792,0.358,6.18068605462094e-121,Type4,Maf
2.93351978362242e-120,0.477833798197159,0.813,0.508,5.86703956724484e-117,Type4,Tead1
2.05563436616824e-118,0.474770536762556,0.872,0.66,4.11126873233648e-115,Type4,Prkcb
5.99163904018056e-118,0.301230901952703,0.739,0.334,1.19832780803611e-114,Type4,Rassf8
7.09628774058132e-118,0.537308893864434,0.871,0.603,1.41925754811626e-114,Type4,Scg2
9.87397401487866e-116,1.1523702876965,0.894,0.581,1.97479480297573e-112,Type4,Ntng1
9.24123863686211e-115,0.374818534216928,0.778,0.415,1.84824772737242e-111,Type4,Jun
2.97840741518145e-112,0.424188715108675,0.831,0.519,5.95681483036289e-109,Type4,Cacna2d2
3.81248654338843e-112,0.434791289853367,0.858,0.602,7.62497308677685e-109,Type4,Cspg5
1.85051399020413e-109,0.894839597621778,0.901,0.551,3.70102798040827e-106,Type4,Tenm1
7.91033139312842e-107,0.259798590652027,0.743,0.343,1.58206627862568e-103,Type4,Hmcn1
1.60560956099834e-103,0.427582192437688,0.71,0.327,3.21121912199669e-100,Type4,Ndst4
8.64111025315005e-99,0.344866978276119,0.833,0.561,1.72822205063001e-95,Type4,Rora
3.08508526392236e-93,0.257091237486777,0.66,0.197,6.17017052784471e-90,Type4,Gm9925
1.27686509258764e-90,0.321735184596545,0.792,0.441,2.55373018517528e-87,Type4,Zmat4
1.24008847946959e-85,0.407782844466011,0.806,0.52,2.48017695893918e-82,Type4,Camk2g
4.04542435646025e-84,0.539412455698687,0.91,0.694,8.09084871292049e-81,Type4,Arhgap20
1.57821095319567e-82,0.269632440367921,0.844,0.591,3.15642190639135e-79,Type4,Npy
6.82494612006847e-82,0.31339773213902,0.833,0.464,1.36498922401369e-78,Type4,Flt1
1.55951406340152e-79,0.250759596319509,0.721,0.377,3.11902812680304e-76,Type4,Col19a1
8.4851096900376e-79,1.05730354938005,0.828,0.458,1.69702193800752e-75,Type4,Mef2c
3.24565142119282e-77,0.352950486669879,0.855,0.605,6.49130284238564e-74,Type4,Ppp1r16b
2.24632096541765e-76,0.592632578403381,0.798,0.518,4.49264193083529e-73,Type4,Edil3
1.19910942193877e-69,0.464714781142815,0.772,0.546,2.39821884387754e-66,Type4,Magi1
7.07282875501583e-67,0.423142339466322,0.827,0.465,1.41456575100317e-63,Type4,Vtn
2.95373414516203e-66,0.265181747221093,0.798,0.591,5.90746829032406e-63,Type4,Sorcs3
3.30576925335163e-66,0.305334677733255,0.828,0.539,6.61153850670325e-63,Type4,Col25a1
8.10830736814219e-65,0.334617457135334,0.718,0.375,1.62166147362844e-61,Type4,Efnb3
1.79059395477605e-61,0.276423959315944,0.836,0.583,3.58118790955209e-58,Type4,Chl1
3.63177209906959e-61,0.301014172160822,0.828,0.584,7.26354419813917e-58,Type4,Dcx
4.62692315774678e-61,0.470141662664061,0.775,0.496,9.25384631549357e-58,Type4,Rgs17
6.58937406568134e-61,0.334162924720289,0.687,0.403,1.31787481313627e-57,Type4,Nxph1
4.49630728811309e-60,0.383413921590413,0.827,0.495,8.99261457622618e-57,Type4,Slco1a4
6.16228224120472e-57,0.580146892756989,0.701,0.408,1.23245644824095e-53,Type4,Grid2
6.08680239151825e-54,0.804589587276746,0.806,0.555,1.21736047830365e-50,Type4,Ncam1
5.123917153898e-52,0.323311471816404,0.88,0.662,1.0247834307796e-48,Type4,Itpr1
6.84988571022814e-50,0.56479971459578,0.739,0.449,1.36997714204563e-46,Type4,Hecw1
1.29484163742981e-48,0.300932058318743,0.597,0.274,2.58968327485962e-45,Type4,Slc30a3
1.37934529372787e-48,0.825013514968507,0.627,0.382,2.75869058745573e-45,Type4,Cdh13
3.14040881005389e-46,0.315780297552765,0.819,0.579,6.28081762010777e-43,Type4,Mbp
8.04051573725027e-44,0.294268248924854,0.279,0.425,1.60810314745005e-40,Type4,Arhgap29
4.51715713890749e-40,0.361036449901558,0.877,0.635,9.03431427781498e-37,Type4,Shisa4
1.4236906949268e-39,0.578448869795236,0.715,0.428,2.8473813898536e-36,Type4,Scn3b
2.93563967032171e-38,0.460391776900467,0.776,0.513,5.87127934064342e-35,Type4,Ccdc85a
2.19865829087209e-37,0.348520499198762,0.857,0.649,4.39731658174418e-34,Type4,Marchf1
3.726110100163e-36,0.68835820209399,0.865,0.712,7.452220200326e-33,Type4,Syne1
9.14537542052363e-35,0.37228338281921,0.901,0.695,1.82907508410473e-31,Type4,Lmo4
2.76760623448031e-34,0.29209794615507,0.869,0.688,5.53521246896061e-31,Type4,Ankrd33b
4.31293078104335e-33,0.309008037146301,0.8,0.561,8.6258615620867e-30,Type4,Psmb5
3.6903002029557e-32,0.749144215761551,0.841,0.642,7.3806004059114e-29,Type4,mt-Cytb
4.72613853306221e-31,0.273877041616194,0.268,0.355,9.45227706612443e-28,Type4,Tspan18
8.2847709726843e-31,0.527963837377253,0.923,0.773,1.65695419453686e-27,Type4,Olfm1
4.58159911177931e-30,0.34485633615078,0.274,0.374,9.16319822355863e-27,Type4,Ndst3
5.15025382760275e-30,0.717111792636717,0.591,0.35,1.03005076552055e-26,Type4,Pdzd2
1.710022711679e-29,0.695251549517781,0.813,0.643,3.420045423358e-26,Type4,Cers4
4.18738735026424e-29,0.676233748673832,0.775,0.608,8.37477470052847e-26,Type4,Ncald
1.57998028212396e-28,0.287698583075354,0.748,0.553,3.15996056424793e-25,Type4,Tmod1
1.844874659055e-28,1.02470110861968,0.608,0.381,3.68974931811e-25,Type4,Cit
1.10742825334421e-27,0.351560836278862,0.62,0.402,2.21485650668843e-24,Type4,Fras1
3.65477029691699e-27,0.755567333996843,0.784,0.642,7.30954059383398e-24,Type4,Dgkh
4.51664411233823e-27,1.02078052474586,0.633,0.416,9.03328822467647e-24,Type4,Cald1
2.18721395395537e-26,0.448454810634817,0.839,0.663,4.37442790791073e-23,Type4,Camk2n1
2.57309920446457e-25,0.538026656494666,0.66,0.473,5.14619840892913e-22,Type4,Zfpm2
4.0846795269986e-23,0.410655711774775,0.85,0.69,8.16935905399719e-20,Type4,Atp6v1d
4.53405783758122e-23,0.35533149014939,0.751,0.549,9.06811567516243e-20,Type4,Sox11
6.77470344049244e-23,0.295354652792247,0.535,0.351,1.35494068809849e-19,Type4,Ly6a
1.9177550557836e-22,0.334641906921818,0.702,0.46,3.83551011156719e-19,Type4,Tspan3
3.13393650812831e-22,0.477384852709278,0.628,0.415,6.26787301625662e-19,Type4,Pitpnm2
1.57843219136378e-21,0.60533930201994,0.701,0.528,3.15686438272756e-18,Type4,Sparcl1
1.99964147733606e-21,0.344106079713723,0.828,0.619,3.99928295467211e-18,Type4,Plp1
9.1155204107721e-21,0.306075837168828,0.893,0.769,1.82310408215442e-17,Type4,Pdcd4
4.77425373727781e-20,0.41817667893056,0.762,0.57,9.54850747455563e-17,Type4,Per3
1.16709693118048e-19,0.260937766723381,0.849,0.629,2.33419386236096e-16,Type4,Cst3
4.44502201846416e-19,0.578803018030288,0.715,0.548,8.89004403692832e-16,Type4,Dock3
1.23267145378969e-18,0.300905926058347,0.783,0.625,2.46534290757938e-15,Type4,Cox7b
5.02642060320456e-18,0.503717512165541,0.88,0.778,1.00528412064091e-14,Type4,Cadm1
1.93525550111309e-17,0.31229341485958,0.589,0.372,3.87051100222618e-14,Type4,Ttc39c
2.68063490473836e-17,0.769698067504667,0.871,0.693,5.36126980947673e-14,Type4,Bsg
4.70977440731096e-17,0.272769858283972,0.315,0.377,9.41954881462193e-14,Type4,Hlf
1.74418280094753e-14,0.296061085098518,0.836,0.637,3.48836560189506e-11,Type4,Fau
2.04486014967903e-14,0.547929624668443,0.698,0.568,4.08972029935805e-11,Type4,mt-Atp6
2.43820062998552e-14,0.257768959070866,0.306,0.29,4.87640125997104e-11,Type4,Pcdh8
3.1823755177506e-14,0.551091423897916,0.767,0.676,6.3647510355012e-11,Type4,mt-Co1
3.46299086607066e-14,0.267250466653382,0.654,0.546,6.92598173214132e-11,Type4,Etl4
6.47920029672566e-14,0.460136897940935,0.728,0.602,1.29584005934513e-10,Type4,Tnr
9.80085725868033e-14,0.617260734942525,0.663,0.526,1.96017145173607e-10,Type4,mt-Nd4
9.94398653092357e-14,0.473483127691248,0.883,0.826,1.98879730618471e-10,Type4,Hsp90aa1
1.54079214877897e-13,0.262034673960478,0.753,0.599,3.08158429755795e-10,Type4,Pnmal2
2.81052837869705e-13,0.437074461776022,0.816,0.713,5.62105675739411e-10,Type4,Akap6
3.0050301147519e-13,0.464555368218471,0.85,0.766,6.01006022950379e-10,Type4,Cplx2
3.59493604554687e-13,0.442867133585948,0.852,0.749,7.18987209109375e-10,Type4,Hspa8
7.70475167510628e-13,0.658676640815315,0.743,0.643,1.54095033502126e-09,Type4,mt-Co2
1.92276194761309e-12,0.301868387460548,0.729,0.582,3.84552389522617e-09,Type4,Gria4
2.45364994228449e-12,0.491770173151857,0.792,0.714,4.90729988456898e-09,Type4,Ptpre
2.89645155493444e-12,0.253854784458784,0.956,0.96,5.79290310986888e-09,Type4,Atp1b1
4.53923337219034e-12,0.529050661396638,0.71,0.61,9.07846674438069e-09,Type4,Il1rap
4.87420442680651e-12,0.418324562786102,0.665,0.537,9.74840885361303e-09,Type4,Slc2a3
6.90097573347845e-12,0.34464571207169,0.86,0.797,1.38019514669569e-08,Type4,Atp2b2
7.47310983205227e-12,0.343524296034036,0.97,0.935,1.49462196641045e-08,Type4,Atp6v0c
2.18100214525675e-11,0.505084983568559,0.271,0.156,4.3620042905135e-08,Type4,Epb41
3.6967970948656e-11,0.296094009259507,0.942,0.931,7.3935941897312e-08,Type4,Calm1
6.21677076265214e-11,0.477012870865356,0.704,0.597,1.24335415253043e-07,Type4,Cacna2d1
8.07667050681677e-11,0.284354934167007,0.861,0.734,1.61533410136335e-07,Type4,Brinp1
4.65189698985819e-10,0.462764956750736,0.715,0.615,9.30379397971637e-07,Type4,Itm2b
5.11409317859918e-10,0.322099098568317,0.687,0.531,1.02281863571984e-06,Type4,Pam
6.91276131281566e-10,0.413717119527332,0.293,0.25,1.38255226256313e-06,Type4,Plekha2
1.02797351122628e-09,0.412334614352496,0.896,0.823,2.05594702245256e-06,Type4,Slc25a4
1.42395403594945e-09,0.339941245815856,0.309,0.254,2.8479080718989e-06,Type4,Tac1
5.86771866633082e-09,2.28939886208601,0.68,0.523,1.17354373326616e-05,Type4,Ptgds
6.28661624493867e-09,0.388479846375438,0.715,0.62,1.25732324898773e-05,Type4,Serinc1
6.73796473755298e-09,0.490101059205041,0.521,0.215,1.3475929475106e-05,Type4,Adgrl2
1.10814620297057e-08,0.414328677690972,0.696,0.661,2.21629240594113e-05,Type4,Slc1a2
2.4497933528163e-08,0.274978665250725,0.354,0.373,4.8995867056326e-05,Type4,Casd1
4.78970785041394e-08,0.278550674714091,0.709,0.553,9.57941570082789e-05,Type4,Cox5a
6.78645975179936e-08,0.434021856332608,0.323,0.275,0.000135729195035987,Type4,Cntn4
7.86830578332505e-08,0.344416268023358,0.609,0.459,0.000157366115666501,Type4,Apod
8.8924211830881e-08,0.3238134720001,0.765,0.647,0.000177848423661762,Type4,Grik2
9.14283228823034e-08,0.492787560364077,0.94,0.888,0.000182856645764607,Type4,Nrgn
1.75186797670476e-07,0.510847781768856,0.655,0.586,0.000350373595340953,Type4,Kcnb1
3.5212628086943e-07,0.342914267870735,0.608,0.497,0.00070425256173886,Type4,Cblb
3.56296696589949e-07,0.368843635306099,0.376,0.383,0.000712593393179897,Type4,Satb1
4.01167838852623e-07,0.491423145870475,0.641,0.559,0.000802335677705246,Type4,Fam135b
6.70014701443384e-07,0.7029585698644,0.361,0.25,0.00134002940288677,Type4,Lrrtm3
7.34235039474728e-07,0.318312791192394,0.364,0.325,0.00146847007894946,Type4,Fam81a
3.34925385338685e-06,0.344302378926034,0.474,0.161,0.00669850770677369,Type4,Arhgap6
4.47763227468532e-06,0.418061928848428,0.734,0.714,0.00895526454937065,Type4,mt-Co3
5.47349751212119e-06,0.434593687104917,0.335,0.267,0.0109469950242424,Type4,Camk2d
1.40434994762699e-05,0.407240788388186,0.693,0.62,0.0280869989525397,Type4,Scn3a
1.4640962538184e-05,0.289551481320611,0.447,0.486,0.029281925076368,Type4,Nap1l5
1.58040057827546e-05,0.300495168852794,0.576,0.45,0.0316080115655092,Type4,Camkk1
2.6005050457772e-05,0.255864610551481,0.663,0.555,0.052010100915544,Type4,Hspa4
3.03641451533549e-05,0.258051333693414,0.876,0.88,0.0607282903067097,Type4,Syt7
3.04919808592433e-05,0.332517157077037,0.668,0.562,0.0609839617184866,Type4,Ttyh1
3.28988606584052e-05,0.270997381614457,0.715,0.626,0.0657977213168104,Type4,Fnbp1
3.52936739948966e-05,0.320895685374772,0.356,0.336,0.0705873479897932,Type4,Garnl3
5.92335920109392e-05,0.439892707953052,0.576,0.465,0.118467184021878,Type4,Rpl24
8.48465399173641e-05,0.537505368205045,0.465,0.147,0.169693079834728,Type4,Zfp536
0.000128798308859284,0.39041440712632,0.748,0.675,0.257596617718568,Type4,Nrp2
0.00013537698343047,0.277182525242972,0.761,0.721,0.27075396686094,Type4,St6galnac5
0.000146606149139483,0.348786664480585,0.564,0.443,0.293212298278966,Type4,Pard3
0.000153335159023671,0.376575710695202,0.608,0.486,0.306670318047341,Type4,Ssbp2
0.000171639799003557,0.540304922692146,0.913,0.773,0.343279598007114,Type4,Ntm
0.000191154212809797,0.332106516039073,0.32,0.24,0.382308425619594,Type4,Pcdh11x
0.000511725800863636,0.314094926611389,0.375,0.336,1,Type4,Kcnh7
0.000674130608663948,0.335907112057039,0.619,0.507,1,Type4,Hba-a2
0.00109682533613392,0.343201672787124,0.458,0.472,1,Type4,Ncam2
0.00136594323921986,0.286197202146169,0.455,0.455,1,Type4,Usp29
0.00172761618066763,0.28421767315157,0.409,0.365,1,Type4,Elmo1
0.00296145042239232,0.49716935054286,0.474,0.332,1,Type4,Arid5b
0.00344188571902976,0.254271350738843,0.761,0.724,1,Type4,Pde10a
0.00344261376818893,0.335402480807786,0.595,0.521,1,Type4,Xpr1
0.00496537366576811,0.668625394657996,0.431,0.286,1,Type4,Sema5a
0.00880095440380422,0.409488487862588,0.583,0.509,1,Type4,Tspan7
0.00932814420281581,0.269040175479511,0.353,0.281,1,Type4,Btg2
0.00967042902712631,0.254144757182305,0.772,0.702,1,Type4,Rps8
3.89018947182802e-180,0.575119957582093,0.89,0.451,7.78037894365605e-177,Type5,Gjc3
7.33085781077149e-177,0.29332366761999,0.848,0.266,1.4661715621543e-173,Type5,Ermn
2.23209039782453e-172,0.407827632406845,0.881,0.402,4.46418079564907e-169,Type5,Ugt8a
2.27087795649061e-168,0.323046058261673,0.864,0.413,4.54175591298122e-165,Type5,Aspa
4.91131718391825e-166,0.401362533124887,0.883,0.458,9.82263436783651e-163,Type5,Tspan2
4.6581148747392e-161,0.335052802715377,0.881,0.476,9.3162297494784e-158,Type5,Cldn11
2.02611061548302e-150,0.316686892221992,0.813,0.267,4.05222123096603e-147,Type5,Opalin
1.13592860666884e-147,0.630726322501321,0.869,0.519,2.27185721333769e-144,Type5,Mag
1.99631059910297e-147,0.254275861138615,0.85,0.446,3.99262119820593e-144,Type5,Apod
6.20122454060232e-146,0.414307988437655,0.881,0.479,1.24024490812046e-142,Type5,Mal
3.127490951097e-142,0.467129366692987,0.853,0.452,6.254981902194e-139,Type5,Sytl2
3.29127519157662e-142,0.327467943755587,0.89,0.586,6.58255038315324e-139,Type5,Trf
2.0982474083718e-141,0.538948737268429,0.893,0.52,4.1964948167436e-138,Type5,Cnp
2.41802701790777e-141,0.531632568276684,0.879,0.552,4.83605403581555e-138,Type5,Mobp
8.69909366940098e-140,0.273438264404821,0.874,0.551,1.7398187338802e-136,Type5,Gatm
2.91011421775748e-131,0.639671932709083,0.909,0.581,5.82022843551496e-128,Type5,Mbp
5.6649574171573e-131,0.375270004583054,0.869,0.56,1.13299148343146e-127,Type5,Gnb4
7.2123282600129e-130,0.343020505431765,0.862,0.559,1.44246565200258e-126,Type5,Cdk19
8.17344304758116e-129,0.266759393754894,0.862,0.534,1.63468860951623e-125,Type5,Fa2h
1.14399108237009e-123,0.263236058298594,0.862,0.478,2.28798216474019e-120,Type5,Myrf
6.33702000673061e-120,0.936580228741903,0.916,0.62,1.26740400134612e-116,Type5,Plp1
1.34036656858622e-110,0.278552615755221,0.864,0.595,2.68073313717245e-107,Type5,Dock10
2.32384440216362e-108,0.414986882095143,0.867,0.561,4.64768880432725e-105,Type5,Phldb1
2.22692379784962e-87,0.281312578389541,0.818,0.38,4.45384759569925e-84,Type5,Efnb3
1.47749633995118e-84,0.252703041467122,0.857,0.444,2.95499267990235e-81,Type5,Magt1
2.73079598763641e-80,0.695516452225481,0.9,0.463,5.46159197527281e-77,Type5,Car2
3.13369276189984e-78,0.371169262877618,0.799,0.367,6.26738552379969e-75,Type5,Ccp110
7.85410431948158e-69,0.466818500307097,0.937,0.64,1.57082086389632e-65,Type5,Scd2
8.09839067547288e-68,0.52819537664463,0.871,0.479,1.61967813509458e-64,Type5,Lcorl
9.88155163290625e-55,0.382652283466972,0.949,0.611,1.97631032658125e-51,Type5,Fnbp1
1.51682670256022e-54,0.53452183873425,0.928,0.587,3.03365340512044e-51,Type5,Septin4
3.83962772484545e-52,0.295210887869713,0.942,0.689,7.67925544969091e-49,Type5,Rrbp1
4.86944469570092e-50,0.303216876708972,0.846,0.471,9.73888939140183e-47,Type5,Hmgcs1
9.03176542755601e-42,0.309490612526534,0.902,0.591,1.8063530855112e-38,Type5,Tmeff2
4.42865097542924e-38,0.25688213174594,0.855,0.532,8.85730195085847e-35,Type5,Xiap
4.342995067619e-35,0.295873239099149,0.914,0.615,8.68599013523799e-32,Type5,Rpl37
2.76577938870937e-30,0.301155921683161,0.958,0.721,5.53155877741873e-27,Type5,Kndc1
3.31410439536787e-29,0.569740883142925,0.895,0.615,6.62820879073575e-26,Type5,Smad7
8.89575804486544e-27,0.256686653048872,0.808,0.49,1.77915160897309e-23,Type5,3110021N24Rik
1.05383810562214e-23,0.328460204191659,0.834,0.562,2.10767621124428e-20,Type5,Ncam1
1.04727854709455e-22,0.621533432468819,0.909,0.629,2.0945570941891e-19,Type5,Septin7
5.00401487141359e-21,0.354016763762656,0.769,0.478,1.00080297428272e-17,Type5,Ssbp2
1.25573217675808e-16,0.26404922358772,0.238,0.256,2.51146435351615e-13,Type5,Plekha2
2.56724950769498e-15,0.302700818701445,0.811,0.526,5.13449901538996e-12,Type5,Cacnb4
1.48214425265969e-13,0.344431842289157,0.925,0.714,2.96428850531938e-10,Type5,Auh
1.6734793837865e-13,0.291158828564356,0.979,0.821,3.346958767573e-10,Type5,Dnm3
6.89108169048573e-12,0.288390504514129,0.243,0.229,1.37821633809715e-08,Type5,Kitl
1.09958960506544e-11,0.522705101624254,0.657,0.485,2.19917921013087e-08,Type5,Mef2c
3.65102225190299e-11,0.627967706804951,0.722,0.613,7.30204450380598e-08,Type5,Il1rap
1.35275496267309e-10,0.292055964620259,0.318,0.325,2.70550992534618e-07,Type5,Sema6d
1.9545131057615e-10,0.633967918219202,0.678,0.598,3.909026211523e-07,Type5,Ptn
4.12379036502611e-10,0.440784297370944,0.963,0.836,8.24758073005222e-07,Type5,Plekha1
1.02555185413711e-09,0.273072328201911,0.864,0.636,2.05110370827422e-06,Type5,Cyld
3.63717347034629e-09,0.254196886206254,0.785,0.561,7.27434694069257e-06,Type5,Smc1a
5.15621887169601e-09,0.429215811644993,0.276,0.273,1.0312437743392e-05,Type5,Timp3
2.78006099885965e-08,0.262751622418997,0.881,0.703,5.56012199771931e-05,Type5,mt-Co3
2.95592284569972e-08,0.293417602958576,0.755,0.648,5.91184569139944e-05,Type5,Trpm3
3.16267174091938e-08,0.420140979252562,0.977,0.934,6.32534348183877e-05,Type5,Hsp90ab1
1.39910710404349e-07,0.426497667563265,0.301,0.218,0.000279821420808698,Type5,Cntn3
1.51380099354977e-07,0.405876790438727,0.977,0.819,0.000302760198709955,Type5,Mical3
3.01010245436964e-07,0.480617223549072,0.75,0.645,0.000602020490873929,Type5,Qk
3.31582791332811e-07,0.303666038551202,0.584,0.373,0.000663165582665622,Type5,Mettl23
7.00621533494101e-07,0.601635558392109,0.313,0.256,0.0014012430669882,Type5,Tac1
1.18286229421116e-06,0.39468265014512,0.846,0.735,0.00236572458842232,Type5,Git2
2.27683852056553e-06,0.676384827380232,0.563,0.43,0.00455367704113107,Type5,Cald1
2.85967250267086e-06,0.250538039371511,0.35,0.331,0.00571934500534173,Type5,Ddo
3.30486795985785e-06,0.299611342485633,0.776,0.6,0.00660973591971571,Type5,Mbnl1
5.67885670913028e-06,0.329074146847167,0.956,0.822,0.0113577134182606,Type5,Hsp90aa1
0.000413347657291505,0.305694543479382,0.808,0.678,0.82669531458301,Type5,Klhl2
0.00147478896764976,0.434424456694036,0.629,0.594,1,Type5,Sash1
0.00194886460574397,0.266616056975868,0.902,0.794,1,Type5,App
0.00226624705467643,0.312157705376698,0.776,0.725,1,Type5,Tulp4
0.00305720895292659,0.294302544606557,0.988,0.868,1,Type5,Pex5l
0.00357194060636292,0.351512626351167,0.729,0.694,1,Type5,Jph1
0.00390767020235456,0.402618772182785,0.381,0.314,1,Type5,Igsf3
0.00401913118689677,0.503484135189567,0.367,0.167,1,Type5,Zfp536
0.0045375726828926,0.298207184332805,0.561,0.429,1,Type5,Usp2
0.00489921432260507,0.328964677802541,0.998,0.949,1,Type5,Cck
1.03019752128074e-68,1.82992584180075,0.977,0.72,2.06039504256148e-65,Type6,Pde10a
1.17984576667451e-66,1.41211693629119,1,0.891,2.35969153334902e-63,Type6,Ntrk2
2.24050091867003e-63,2.00313363306638,0.869,0.496,4.48100183734006e-60,Type6,Nr4a2
2.54933328275332e-50,1.55143401948932,0.847,0.429,5.09866656550663e-47,Type6,Bdnf
2.9489715291828e-42,1.21913213606994,0.79,0.48,5.89794305836559e-39,Type6,Nr4a3
1.50526528891625e-36,1.14729976674002,0.665,0.318,3.01053057783249e-33,Type6,Zdbf2
8.66584484524841e-31,0.793187700907247,1,0.97,1.73316896904968e-27,Type6,Dclk1
2.61614920394248e-30,1.16651854495091,0.938,0.789,5.23229840788496e-27,Type6,Chgb
3.61729883610518e-29,0.820726604149144,0.642,0.432,7.23459767221036e-26,Type6,Fosl2
1.67083749260591e-27,1.149402644924,0.767,0.536,3.34167498521182e-24,Type6,Tent5a
9.03552925158849e-26,1.00228764559782,0.739,0.494,1.8071058503177e-22,Type6,Cwc25
2.11021882182321e-25,1.07479655323649,0.705,0.402,4.22043764364643e-22,Type6,Adamts1
2.179824492499e-23,0.59396173777193,0.67,0.44,4.35964898499801e-20,Type6,Mlip
8.31534411009896e-23,0.894063018365058,0.557,0.281,1.66306882201979e-19,Type6,Btg2
2.09509830654148e-22,0.642143599203837,0.966,0.92,4.19019661308295e-19,Type6,Ptprn
5.7672450995626e-22,0.983364710690351,0.614,0.396,1.15344901991252e-18,Type6,Alkal2
7.12949859769825e-22,0.959043814626837,0.722,0.455,1.42589971953965e-18,Type6,Npas4
1.66280933959848e-20,0.596545392932451,0.557,0.372,3.32561867919696e-17,Type6,Fos
5.27975845977623e-20,0.667418848467262,0.983,0.933,1.05595169195525e-16,Type6,Plppr4
8.79480181979526e-19,0.788727983267642,0.881,0.781,1.75896036395905e-15,Type6,Epha10
4.22874604331023e-18,0.897576741457633,0.881,0.749,8.45749208662046e-15,Type6,Homer1
5.59948222205921e-17,0.457289445440831,1,0.97,1.11989644441184e-13,Type6,Snap25
7.63817427666032e-17,0.901440592956632,0.676,0.553,1.52763485533206e-13,Type6,Tbc1d1
1.44580489329882e-16,0.729153482226698,0.903,0.826,2.89160978659765e-13,Type6,Dmxl1
1.97780862510895e-16,0.725800970786542,0.886,0.731,3.9556172502179e-13,Type6,Hmgcr
6.8485441164531e-16,0.677298411242403,0.886,0.744,1.36970882329062e-12,Type6,Myo6
1.42212866181169e-15,0.687448698102404,0.83,0.714,2.84425732362337e-12,Type6,Lmo4
3.0740504468357e-15,0.688605122412973,0.83,0.693,6.1481008936714e-12,Type6,Eprs
5.71168827956477e-15,0.79101601347478,0.705,0.543,1.14233765591295e-11,Type6,Pam
3.5647163201202e-14,0.730208297011794,0.864,0.78,7.12943264024041e-11,Type6,Rgs7bp
4.44210478516847e-14,0.363796724558094,0.619,0.526,8.88420957033695e-11,Type6,Gadd45b
5.76354029240379e-14,0.625753410253391,0.784,0.68,1.15270805848076e-10,Type6,Sik2
5.99342933865752e-14,0.549639106812013,0.665,0.416,1.1986858677315e-10,Type6,Plpp6
6.04570842182421e-14,0.613496452228187,0.608,0.491,1.20914168436484e-10,Type6,Ptgs2
7.70076088091557e-14,0.651001796463476,0.841,0.744,1.54015217618311e-10,Type6,Brinp1
1.19031561107224e-13,0.73540385262634,0.835,0.7,2.38063122214448e-10,Type6,Ina
1.5715771724774e-13,0.686511834840237,0.733,0.608,3.14315434495479e-10,Type6,Kctd12
9.55904727060822e-13,0.451169749476079,0.989,0.97,1.91180945412164e-09,Type6,Asph
1.62913082134491e-12,0.428238349625073,0.67,0.469,3.25826164268981e-09,Type6,Vldlr
1.88730228782704e-12,0.373753760426856,0.545,0.456,3.77460457565408e-09,Type6,Mest
7.73118896590489e-12,0.583263803176365,0.682,0.518,1.54623779318098e-08,Type6,Syt4
8.14370612481504e-12,0.54677511004186,0.886,0.84,1.62874122496301e-08,Type6,Errfi1
2.70318172905675e-11,0.457949302068167,0.949,0.893,5.4063634581135e-08,Type6,Atp2a2
2.71352913628913e-11,0.555476523715271,0.915,0.907,5.42705827257826e-08,Type6,Igf1r
8.08979826107801e-11,1.07650094139008,0.636,0.632,1.6179596522156e-07,Type6,Scg2
1.40612640721919e-10,0.585712442171462,0.608,0.446,2.81225281443838e-07,Type6,Coq10b
1.70956672836081e-10,0.294505968492165,0.71,0.551,3.41913345672162e-07,Type6,Snx30
8.16330200269869e-10,0.508329132230599,0.795,0.706,1.63266040053974e-06,Type6,Slk
9.5100215671955e-10,0.343204357853104,0.568,0.38,1.9020043134391e-06,Type6,Kcnv1
