"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Zzz3",1.02980219433426e-06,0.547577322562504,0.356,0.26,0.0188773040243413
"Slc7a8",1.06498909272992e-06,0.404733880575684,0.338,0.244,0.0195223150588321
"Tfg",1.10757857288599e-06,0.831943990111176,0.263,0.179,0.0203030228195731
"Stmn3",1.11190356657247e-06,0.219072959626422,0.662,0.531,0.0203823042788399
"Lrrfip1",1.12861319181222e-06,0.298515941900451,0.573,0.442,0.0206886084191098
"Ano3",1.1329560892637e-06,0.325411978737789,0.696,0.576,0.0207682180722928
"mt-Co1",1.13897745832811e-06,-0.67326394745995,0.784,0.788,0.0208785957886125
"Gpcpd1",1.22283277157903e-06,0.317701970432096,0.492,0.379,0.0224157475358152
"Gm37240",1.30822997222447e-06,0.30252566867087,0.607,0.489,0.0239811636208467
"Pde4d",1.3886849239089e-06,0.317793024971554,0.804,0.737,0.025455983340174
"Stxbp6",1.41513197093846e-06,-0.944204923215227,0.241,0.33,0.0259407841592729
"Il1rapl1",1.41802377583285e-06,0.350215653367609,0.846,0.766,0.025993793834792
"Angpt2",1.47780520621881e-06,0.621164973395276,0.321,0.234,0.027089647235197
"Ago3",1.62326447730338e-06,0.32887641123393,0.551,0.43,0.0297560611334482
"Carmil1",1.65258180220381e-06,0.334547888968513,0.396,0.294,0.030293477016198
"Ube2e1",1.74927940615078e-06,0.480519058556544,0.353,0.258,0.03206604079415
"Slc44a2",1.99602942247756e-06,0.656188122740209,0.255,0.171,0.0365892153434361
"D130043K22Rik",2.06842584306613e-06,0.316948930269827,0.383,0.286,0.0379163141292452
"Igf2bp3",2.13511620106734e-06,0.330645570064766,0.482,0.367,0.0391388150817654
"Cnot4",2.19197122157634e-06,0.248667774300443,0.634,0.511,0.0401810244627159
"Rmdn1",2.29233726620558e-06,0.390689823989033,0.543,0.429,0.0420208344268146
"Chgb",2.35493307922651e-06,0.251585608157217,0.761,0.637,0.0431682782753011
"Nrg1",2.46508137796024e-06,-0.476784602673533,0.368,0.473,0.0451874067393892
"Atp5g1",2.49494954905859e-06,0.265948262190734,0.523,0.402,0.045734920183793
"Stx16",2.63091277414934e-06,0.386829871711885,0.435,0.336,0.0482272620629315
"Xrcc6",2.70452287401297e-06,0.34296925885059,0.497,0.374,0.0495766088035318
"Brd9",2.72361459725313e-06,0.145414797832621,0.679,0.526,0.0499265791822471
"Selenow",2.87782472203015e-06,-0.668062587632685,0.531,0.595,0.0527534049795347
"Itfg1",2.92411806315626e-06,0.312401517602541,0.48,0.372,0.0536020082157173
"Cacna1c",2.93830896050694e-06,-0.317348444796686,0.806,0.787,0.0538621415550527
"Cacna1a",3.0400666392915e-06,-0.427494611522917,0.772,0.737,0.0557274615648525
"Pcdh7",3.04526553277952e-06,0.378793390224966,0.548,0.44,0.0558227624813813
"Rufy3",3.06877679408917e-06,0.30638027568957,0.622,0.502,0.0562537474124486
"Abl2",3.09050522325121e-06,0.288359390952885,0.569,0.452,0.0566520512474179
"Pcsk1n",3.11453289707818e-06,0.31086693103092,0.483,0.369,0.05709250253634
"Amph",3.16240994831108e-06,-0.579017252301025,0.6,0.584,0.0579701367624904
"Kbtbd11",3.20556398940527e-06,0.596840537836766,0.338,0.243,0.058761193489788
"Pygb",3.24728432886793e-06,0.439043156317871,0.345,0.253,0.0595259690324781
"Rgs11",3.27170570408469e-06,0.566523570217284,0.336,0.246,0.0599736372615765
"Rnps1",3.28502431117063e-06,-0.643793352328357,0.192,0.296,0.0602177806480688
"Col4a2",3.28983682127935e-06,0.46370888926799,0.377,0.285,0.0603059987708718
"Kif1c",3.33190608271778e-06,0.79001193264857,0.312,0.231,0.0610771704022997
"Nup93",3.3822954454212e-06,0.243128891608003,0.48,0.361,0.062000857810016
"Prdm2",3.49669715603386e-06,0.487668172191631,0.312,0.224,0.0640979555672567
"P2ry14",3.57532611241609e-06,0.360638366440877,0.565,0.445,0.0655393029666994
"Fbxw7",3.73627908073761e-06,0.23275072286409,0.528,0.406,0.0684897318290012
"Ggt7",3.8023922506468e-06,0.400503494332677,0.42,0.312,0.0697016523466065
"Stxbp1",3.82325967955889e-06,0.255135977718358,0.569,0.45,0.070084173185994
"Afg3l2",3.85271483285744e-06,0.602643559743912,0.263,0.182,0.0706241156011097
"Copa",3.93461427036342e-06,0.441498365850827,0.377,0.279,0.0721254141900318
"2900026A02Rik",3.93976244645788e-06,0.355393391839285,0.492,0.375,0.0722197854060195
"Dner",4.09131143097371e-06,0.41105143384201,0.387,0.288,0.074997829841179
"Auh",4.28564952530819e-06,0.384632528841279,0.437,0.333,0.0785602414484243
"Gm11099",4.52631520349037e-06,0.543815195392695,0.356,0.26,0.082971883995182
"Atp6v0b",4.67150701153201e-06,0.21482226004325,0.718,0.6,0.0856333950283933
"Vwa8",4.68265615159655e-06,0.317876593916571,0.416,0.312,0.0858377699149163
"Ktn1",4.75750796329676e-06,0.237713690461227,0.588,0.47,0.087209878475193
"Slc3a2",5.05308538953631e-06,0.411005776192627,0.383,0.288,0.09262810827559
"Tenm4",5.11464299050693e-06,0.282615841979729,0.689,0.586,0.0937565206589825
"Caln1",5.28262090748224e-06,0.184921925063434,0.607,0.484,0.0968357238550569
"Ptprn2",5.40555354688306e-06,0.261898159848225,0.754,0.643,0.0990892020679135
"Rapgef5",5.52322254513468e-06,0.358625621266676,0.602,0.487,0.101246192474864
"Ryr2",5.67107419869765e-06,-0.344511088042748,0.798,0.79,0.103956461136327
"Ssr4",5.84938711940602e-06,0.517275999497612,0.338,0.253,0.107225115285832
"Riok3",5.93756896117397e-06,0.376635759920073,0.398,0.306,0.10884157662728
"Ptpn1",5.98289557954318e-06,0.267523817395066,0.445,0.343,0.109672458868606
"Trhde",6.57279517797846e-06,0.313514108490226,0.598,0.493,0.120485908407523
"Ptprz1",6.58034525237757e-06,0.566917152116393,0.348,0.255,0.120624308821333
"Ap3m1",6.81684814231328e-06,0.471377273790441,0.315,0.229,0.124959643296745
"Kcnh1",7.05554120543658e-06,0.331779707786888,0.55,0.43,0.129335125836858
"Atp5g2",7.32496985710353e-06,0.232514000817726,0.315,0.22,0.134274022450565
"Wnk2",7.49467451813934e-06,0.248897368497267,0.532,0.421,0.137384878592012
"Arhgef25",7.90603900306478e-06,0.251599065176593,0.547,0.431,0.14492560096518
"Gabrb1",8.49901465997266e-06,0.273628879308134,0.817,0.76,0.155795437731959
"Cntnap2",8.58042232964479e-06,-0.588420836513079,0.865,0.898,0.157287721724719
"Agap2",8.73945733658633e-06,0.442912415737239,0.394,0.31,0.160202992436964
"Cox4i1",8.84369242566611e-06,0.23159680693984,0.664,0.543,0.162113725854885
"Ptprr",8.86652908791685e-06,0.221062026035931,0.499,0.377,0.162532344710604
"Ip6k2",9.21102775072292e-06,0.681269611107627,0.337,0.257,0.168847349698502
"Epha5",9.2329565317187e-06,0.281626286049507,0.812,0.753,0.169249326182935
"Hspa8",9.29032075326009e-06,-0.588920394259079,0.626,0.668,0.170300869728011
"Rragb",9.58140975103527e-06,0.521188029449467,0.267,0.187,0.175636822146227
"Gk",9.66754687188314e-06,0.455445229820546,0.325,0.239,0.17721580170849
"Ubb",9.80819826528428e-06,-0.63669023989548,0.602,0.659,0.179794082400926
"Sox5",9.83698130888281e-06,0.430887252188003,0.447,0.348,0.180321704373131
"Nme7",9.9012103189585e-06,0.249149078128613,0.671,0.555,0.181499086356828
"Trim46",9.93174932289314e-06,0.420838166040049,0.378,0.295,0.182058896837954
"Wwp1",9.97467160722603e-06,0.280870747035104,0.377,0.279,0.18284570523206
"Smchd1",9.98889646601171e-06,0.345506601821109,0.417,0.317,0.183106461118461
"Myef2",9.99472616217114e-06,0.110798253237938,0.548,0.422,0.183213325278759
"Scaf11",1.00928297583806e-05,0.534633894831806,0.299,0.214,0.185011662300874
"Mark2",1.01554925249011e-05,0.233352655253423,0.506,0.396,0.186160333473962
"Numa1",1.03622202909374e-05,0.345178736567436,0.322,0.237,0.189949860153174
"Hectd2",1.07366435255082e-05,0.283239500668384,0.532,0.42,0.19681341246609
"Denn2b",1.09974354428215e-05,0.373735887127147,0.349,0.26,0.201593989102361
"Cog5",1.12955036014534e-05,0.231405773822259,0.559,0.46,0.207057876518242
"Cenpv",1.15046787158785e-05,0.3163834278118,0.34,0.25,0.210892265540768
"Tfcp2",1.18796415551254e-05,0.462157766781169,0.254,0.177,0.217765709347004
"Csmd1",1.20838717068307e-05,0.200341298560531,0.902,0.885,0.221509452257913
"Nkain2",1.24500793358197e-05,-0.365606709323159,0.862,0.86,0.228222404304912
"Usp50",1.28945902211373e-05,0.414206729055952,0.381,0.297,0.236370733343667
"Gm20696",1.30435849321249e-05,0.301120994607294,0.426,0.33,0.239101955390781
"Tfdp2",1.33716376500619e-05,0.272218147023275,0.456,0.355,0.245115489763285
"Thoc1",1.34161676943278e-05,0.171294500157176,0.449,0.348,0.245931770004723
"Stxbp5l",1.34189637161918e-05,0.333216719990853,0.764,0.668,0.245983023881512
"Slc24a2",1.34686709712074e-05,-0.221699320236766,0.885,0.867,0.246894207573202
"Rc3h1",1.35161794688073e-05,0.423054795609812,0.397,0.31,0.247765085842707
"Kctd17",1.38082566030984e-05,0.47381451538357,0.323,0.242,0.253119151791398
"Frrs1l",1.43777187384658e-05,-0.80533215921517,0.468,0.529,0.263557962194817
"Bicdl1",1.43969442832882e-05,0.350271748845011,0.404,0.313,0.263910385656956
"Grin1",1.44579789543073e-05,0.199290959368523,0.69,0.579,0.265029212211407
"Eif4g1",1.44641375824737e-05,0.189918243334579,0.427,0.325,0.265142106024324
"Ddx5",1.47556352176295e-05,0.147280591402594,0.836,0.707,0.270485549174367
"3110082I17Rik",1.4979158474073e-05,0.676727977630711,0.271,0.194,0.274582953988232
"Cox5a",1.53356431719789e-05,0.214209168091779,0.477,0.368,0.281117674985545
"Mrtfa",1.55758646800417e-05,0.225615661913553,0.589,0.464,0.285521175449845
"Lurap1l",1.58777379640932e-05,0.256625675026478,0.48,0.373,0.291054814619793
"Lrrc4",1.61691465292504e-05,0.207089958928201,0.591,0.484,0.296396625027688
"Trpc4",1.62399548483089e-05,0.195873292587854,0.494,0.385,0.297694612324351
"Ndufb9",1.63794701217633e-05,0.382349200834643,0.432,0.331,0.300252066802042
"Pgbd5",1.64811552388834e-05,0.246374853584948,0.629,0.517,0.302116056683972
"Pde4a",1.65462155898502e-05,0.277758913172543,0.505,0.395,0.303308677977544
"Hnrnpdl",1.70836290439795e-05,0.185778483283777,0.525,0.414,0.313160004005188
"Oxr1",1.71068538159681e-05,0.12163931633206,0.761,0.653,0.313585737300511
"Glt8d1",1.72538053488186e-05,0.303444380096805,0.329,0.239,0.316279505849194
"Megf9",1.73561527113429e-05,0.295094212439954,0.514,0.416,0.318155635351627
"Sfxn5",1.74333569796619e-05,0.549974244735992,0.352,0.264,0.319570866794182
"Gpr63",1.75976953684638e-05,0.400415693831989,0.383,0.294,0.32258335379931
"Thrb",1.80164988068631e-05,0.404062047696154,0.398,0.304,0.330260439628607
"Gtf2i",1.80818422230536e-05,0.285604848228294,0.538,0.435,0.331458249790795
"Plk2",1.83473788118389e-05,0.503746760278427,0.353,0.268,0.336325800999819
"Slc30a6",1.84896679404201e-05,0.268750741436308,0.269,0.193,0.338934103015841
"Naa15",1.87482134395842e-05,0.463924816669823,0.413,0.327,0.343673500561017
"Sec14l1",1.8776295649373e-05,0.318683407872335,0.471,0.379,0.344188275548656
"Mmd",1.94549775641685e-05,0.314481583036783,0.405,0.303,0.356629193728773
"Ints6l",1.97117762859031e-05,0.391431088585052,0.378,0.287,0.36133657109689
"Tle4",2.0136233716192e-05,0.370859386251886,0.464,0.361,0.369117300251515
"Ppil2",2.11908290478248e-05,0.604215280178151,0.321,0.239,0.388449087275676
"Fhod3",2.12618306836376e-05,0.586911013857266,0.341,0.261,0.389750618261761
"Ptpn12",2.20546265781838e-05,0.284087849929315,0.417,0.333,0.404283359804687
"Slc6a17",2.25250404146489e-05,0.279719653233898,0.424,0.331,0.41290651584093
"Opcml",2.31968806690801e-05,-0.158526697577254,0.937,0.96,0.425222019544907
"Lrrn1",2.367012692719e-05,0.39085851810765,0.27,0.186,0.43389709670232
"Clec16a",2.38518825993578e-05,0.302072059258485,0.432,0.348,0.437228859928828
"Pten",2.46448015443968e-05,0.134246972369666,0.555,0.454,0.451763857110338
"Esf1",2.46829961873618e-05,0.27331672425903,0.396,0.306,0.452464003110529
"Abr",2.47165131017094e-05,0.205348066112274,0.678,0.557,0.453078401667436
"Ints6",2.52820312450002e-05,0.231076302594668,0.512,0.401,0.4634449147521
"Galnt7",2.69354383616902e-05,0.362512256940747,0.314,0.234,0.493753520608143
"Neto2",2.69649976427855e-05,0.602777224361298,0.271,0.195,0.494295371789901
"Zdhhc6",2.71868974008631e-05,0.499736866176624,0.292,0.216,0.498363016255222
"Shisa7",2.76811716987671e-05,0.294146430631003,0.363,0.279,0.5074235584101
"Ptpn5",2.77725219462351e-05,0.445535084884918,0.424,0.332,0.509098099796435
"Ddx17",2.84145643493379e-05,0.216564535907295,0.638,0.529,0.520867379087714
"Thoc2l",2.88378090115149e-05,0.273106197394966,0.499,0.39,0.528625876990079
"Atp5j2",2.90096586023244e-05,0.321955559458032,0.443,0.35,0.531776051839209
"Rabep1",2.95141103346342e-05,0.177214603223269,0.587,0.468,0.541023156544179
"Dgkd",2.97242978803579e-05,0.311598093932997,0.51,0.405,0.54487610444484
"Spata2",3.02948138426529e-05,0.493139320013325,0.323,0.248,0.55533423254967
"Edil3",3.40508748316072e-05,-0.757157226832511,0.432,0.487,0.624186586538192
"Rbm4b",3.48006369425375e-05,0.261795694502628,0.477,0.382,0.637930475793654
"Lrrc8b",3.52933522742258e-05,0.392665326716431,0.367,0.282,0.646962440538833
"Cers6",3.67103223109484e-05,0.173055247829411,0.673,0.551,0.672936918281995
"Cox8a",3.94485622557788e-05,0.199044846236144,0.731,0.61,0.723131594710681
"Uxs1",3.98952586539834e-05,0.431172111998026,0.356,0.276,0.73131998638617
"Syt13",4.00659536007068e-05,0.349735909658146,0.386,0.305,0.734448995454557
