"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Polr1a",5.53764502076819e-40,-0.284163743852443,0.144,0.302,8.17134899264554e-36
"Atp5d",5.63266316345676e-40,-0.331834700276447,0.208,0.385,8.31155776399679e-36
"Lyrm9",7.1220794729228e-40,-0.327485029381736,0.127,0.274,1.05093404702449e-35
"Maml3",7.43838564107158e-40,0.55185969021913,0.429,0.306,1.09760818519652e-35
"Rbm4b",1.21447994876343e-39,-0.321508968247882,0.599,0.797,1.79208661239531e-35
"Puf60",1.47728961740972e-39,-0.340631272266117,0.318,0.521,2.17988855944978e-35
"Psmc3",1.6286975990809e-39,-0.356374104986909,0.313,0.508,2.40330617720378e-35
"Atp2b2",2.58776769063697e-39,0.415552059186184,0.722,0.692,3.81851000430391e-35
"Gsdme",2.71724914683973e-39,-0.385396824204615,0.284,0.476,4.0095728410767e-35
"Cpsf6",2.71745203983292e-39,0.427396837932712,0.719,0.681,4.00987222997746e-35
"Lypla2",4.11250679862046e-39,-0.35109316868314,0.271,0.457,6.06841503204435e-35
"Sag",4.83232930335265e-39,-0.310548317846345,0.112,0.252,7.13058512002717e-35
"Pfkfb4",5.22802773666406e-39,-0.355961400778312,0.19,0.356,7.71447772822149e-35
"Sh3bp1",5.39366740868325e-39,-0.322546858889927,0.114,0.254,7.95889562825301e-35
"Atp1b1",6.73524390794064e-39,0.342942132933099,0.899,0.929,9.93852591055721e-35
"mt-Co2",7.3188645907682e-39,0.468740907910808,0.566,0.465,1.07997165901375e-34
"Ubl5",8.28141735037193e-39,-0.329748967958784,0.27,0.458,1.22200594422088e-34
"Chchd10",1.46115312343323e-38,-0.352502228603201,0.134,0.278,2.15607754893807e-34
"Dbndd2",1.68707576937675e-38,-0.33516246387596,0.217,0.394,2.48944900529233e-34
"Top2b",1.76115210442187e-38,0.524336263025603,0.436,0.324,2.59875604528491e-34
"Zmynd8",2.56438542149653e-38,0.367386216327839,0.881,0.862,3.78400712796028e-34
"Tubb2a",3.01726029627575e-38,-0.323490892083243,0.359,0.563,4.4522692931845e-34
"Dalrd3",3.2840730244207e-38,-0.290411101808629,0.637,0.814,4.84597815483518e-34
"Sptbn1",3.49240330462993e-38,-0.251094924084212,0.899,0.965,5.15339031631192e-34
"Kcnh1",3.97301542969559e-38,-0.336472317005125,0.21,0.382,5.86258156805881e-34
"Zfp365",4.56767192851946e-38,0.55406671984993,0.323,0.203,6.74005669772331e-34
"Atp6v1g2",4.65078211302849e-38,-0.332606677701146,0.26,0.437,6.86269408598484e-34
"Chn1",8.2961164195535e-38,0.330266449300432,0.896,0.892,1.22417493886931e-33
"Hnrnpm",1.38769666425605e-37,-0.364671516244159,0.508,0.688,2.04768519777622e-33
"Zfr2",1.52759925976398e-37,-0.330679674865157,0.364,0.562,2.25412546770773e-33
"Man2b1",1.96861782176656e-37,-0.329908368990223,0.272,0.459,2.90489245779873e-33
"Faim",2.01422230684538e-37,-0.326990734753029,0.143,0.29,2.97218643598105e-33
"Mapk8ip1",2.87877350257674e-37,-0.327866006786634,0.478,0.677,4.24791818040224e-33
"Pea15a",3.13724403452571e-37,-0.302159458894056,0.12,0.259,4.62931729734614e-33
"Reps2",3.4172435422359e-37,-0.330614861159636,0.463,0.675,5.0424845709233e-33
"Hint1",3.68759784113118e-37,-0.321815044919403,0.152,0.303,5.44141937437318e-33
"Btbd3",4.16549715339315e-37,0.481050594155078,0.613,0.525,6.14660759954693e-33
"Huwe1",4.53220781596936e-37,0.419463296631142,0.672,0.621,6.68772585324439e-33
"Arhgef25",4.76143636257879e-37,0.314431748474211,0.936,0.921,7.02597549662127e-33
"Tecr",5.34439706610561e-37,-0.360363082708102,0.347,0.542,7.88619231074544e-33
"Tspoap1",6.19471173008141e-37,0.355498690106235,0.853,0.836,9.14091662890812e-33
"Tdrp",8.16131211840102e-37,-0.302436867462944,0.131,0.275,1.20428321619126e-32
"Grin1",8.17192696185076e-37,-0.267510519035957,0.794,0.907,1.2058495424907e-32
"Syt14",8.69433760309167e-37,0.530749486640363,0.428,0.319,1.28293645671221e-32
"Uqcrc1",9.2709408757984e-37,-0.287948601775213,0.161,0.317,1.36802003563281e-32
"Mdga1",1.19527817764047e-36,-0.33427895399192,0.205,0.371,1.76375247892627e-32
"Phactr1",1.25598510867217e-36,-0.319810361506651,0.703,0.856,1.85333162635665e-32
"Mrtfb",1.26903430512121e-36,0.486922488579283,0.544,0.463,1.87258702063686e-32
"Rps6kb2",1.36968557240998e-36,-0.321873648406803,0.54,0.726,2.02110803064817e-32
"Gng3",1.42534277355552e-36,-0.3264786487207,0.155,0.305,2.10323579665852e-32
"Map4k3",2.17037945378309e-36,0.44197402978549,0.651,0.605,3.20261192200233e-32
"Flnb",2.3792364072155e-36,-0.300010251151158,0.244,0.421,3.51080124248719e-32
"Kcnd2",2.70328783016447e-36,0.525934876681403,0.427,0.318,3.9889715221907e-32
"Nsg1",4.04977282853847e-36,-0.299805633346103,0.119,0.256,5.97584478579137e-32
"Prkce",6.36869713366166e-36,0.445828607497103,0.674,0.644,9.39764949043115e-32
"Hpgds",6.84564884716137e-36,-0.332982225075427,0.242,0.413,1.01014394388713e-31
"Mif",8.14258204765113e-36,-0.296441674266367,0.148,0.292,1.2015194069514e-31
"Unc5a",1.0438990402037e-35,-0.274507852293409,0.13,0.273,1.54037742372458e-31
"Tnfrsf25",1.18221697693799e-35,-0.290235976025866,0.217,0.391,1.7444793711697e-31
"Apbb2",1.70692006846446e-35,0.39326540271118,0.735,0.699,2.51873125302616e-31
"Ppp1r9a",2.03666616400353e-35,0.489084921760953,0.555,0.476,3.00530459160361e-31
"Abraxas2",2.18776367931848e-35,-0.300828156191732,0.189,0.349,3.22826408520235e-31
"Kcnq5",2.32471009910463e-35,-0.323150227385542,0.227,0.395,3.43034222223879e-31
"Eps15",2.37048148788576e-35,-0.311777761236496,0.446,0.648,3.49788248352422e-31
"Arhgef11",2.57853656545634e-35,-0.30641506209229,0.193,0.354,3.80488855598737e-31
"Tfcp2",2.73771522239422e-35,-0.293506812298742,0.163,0.314,4.03977258216491e-31
"Sppl2b",2.98077935723418e-35,-0.299315528571313,0.344,0.544,4.39843801953476e-31
"Mink1",2.98897535149012e-35,-0.343550567924801,0.417,0.609,4.41053202865883e-31
"Rbm28",3.32079190197999e-35,-0.321416658783426,0.543,0.724,4.90016053056168e-31
"Mttp",3.72793883076919e-35,-0.307304496107437,0.159,0.309,5.50094653868302e-31
"Rab11fip2",5.08485048382715e-35,-0.319855883228513,0.614,0.791,7.50320537393534e-31
"Vti1b",5.73011406221469e-35,-0.315291408903392,0.182,0.336,8.455356310204e-31
"Sec61a2",7.06766184237541e-35,-0.325618724545615,0.55,0.732,1.04290418146092e-30
"Lars2",8.49690091206481e-35,0.493238121517546,0.361,0.245,1.25380269858428e-30
"Msh3",1.24138405406935e-34,-0.321815623478093,0.286,0.471,1.83178631018474e-30
"Mrpl38",1.87712066515143e-34,-0.33165684436323,0.285,0.465,2.76987925349745e-30
"Peg3",1.92498638014285e-34,0.395863263462349,0.788,0.772,2.84050990253879e-30
"Adgrb1",2.00977213651932e-34,-0.334269831560292,0.571,0.744,2.96561976464791e-30
"Uqcr11",2.05058948079947e-34,-0.317856565293145,0.153,0.296,3.02584983786769e-30
"Cep70",2.62844436783927e-34,-0.302835314130312,0.347,0.536,3.87853250918362e-30
"Pkd1",2.63858693528077e-34,-0.313872370096639,0.619,0.789,3.89349888170031e-30
"Runx1t1",3.18877249109789e-34,-0.30524284546114,0.243,0.412,4.70535268786404e-30
"Dip2b",3.3205202163468e-34,-0.292084137909411,0.4,0.606,4.89975963124134e-30
"Pias1",3.49145894815909e-34,-0.312080020539082,0.23,0.397,5.15199682390356e-30
"Rps12",3.66593578401808e-34,-0.300389239573959,0.308,0.502,5.40945484289709e-30
"Pmm2",3.94588222044714e-34,-0.2885770082528,0.197,0.357,5.8225438044918e-30
"Mllt11",4.2791503683663e-34,-0.327612765841323,0.303,0.485,6.31431428356131e-30
"Ncoa7",5.57567238064662e-34,-0.305639798183964,0.578,0.762,8.22746216488216e-30
"Atp5b",6.53485994434625e-34,-0.309697346308726,0.395,0.594,9.64283933387733e-30
"Telo2",7.00548015201643e-34,-0.2956924389718,0.225,0.392,1.03372865123154e-29
"Gpatch11",7.41208247267365e-34,-0.267490299144113,0.156,0.305,1.09372688966772e-29
"Akt3",7.97428589897658e-34,0.509081142763467,0.391,0.284,1.17668562725298e-29
"Hdac7",8.37674815854391e-34,0.385473954678676,0.703,0.625,1.23607295827474e-29
"Tnfrsf21",8.96721506821878e-34,-0.303331450797674,0.151,0.29,1.32320225546636e-29
"Jak1",9.80867828986652e-34,-0.334653779234199,0.35,0.525,1.4473685684527e-29
"Ephb2",1.15918144582333e-33,-0.290444133285772,0.14,0.278,1.7104881414569e-29
"Ptdss2",2.00519471981746e-33,-0.279607318243394,0.279,0.46,2.95886532856264e-29
"Hivep2",2.01666009824836e-33,0.267642320909919,0.953,0.942,2.97578364097528e-29
"Mical3",2.14917552272043e-33,-0.319538479692192,0.412,0.597,3.17132340132626e-29
"Braf",2.38927627970355e-33,0.435079862493167,0.682,0.642,3.52561607833056e-29
"Dipk1b",2.55213640090479e-33,-0.304888090586683,0.345,0.532,3.7659324731751e-29
"Tln2",2.64804603559431e-33,-0.309726810753431,0.28,0.457,3.90745673012297e-29
"Cep192",2.68903723060547e-33,-0.287457577194902,0.147,0.288,3.96794333748143e-29
"Slc25a37",2.87006038792368e-33,0.545998406493975,0.367,0.258,4.23506110842018e-29
"Usp3",3.15801953370016e-33,0.511473399084306,0.51,0.434,4.65997362392795e-29
"Ndufa11",3.68269149998081e-33,-0.306552842624794,0.122,0.254,5.43417957737168e-29
"Glrx3",3.822999482276e-33,-0.285768417669215,0.204,0.366,5.64121803604647e-29
"Klhl29",4.75088495135918e-33,0.518347166155574,0.492,0.408,7.0104058342256e-29
"Rpl38",6.42158639177723e-33,-0.331160788196467,0.168,0.316,9.47569287970648e-29
"Ndufa4",6.74392406757606e-33,-0.294242542320147,0.203,0.363,9.95133435411524e-29
"Slc25a27",9.16235002571217e-33,-0.303781110428714,0.464,0.661,1.35199636979409e-28
"Gprasp2",9.59653997219603e-33,-0.276518612166857,0.126,0.257,1.41606543829725e-28
"Rapgef6",9.78382986951292e-33,-0.291884815215031,0.581,0.764,1.44370193554533e-28
"Smpd3",1.24040344587391e-32,-0.322538772718786,0.538,0.712,1.83033932473154e-28
"Pdcd11",1.25974293008042e-32,-0.273136156814532,0.179,0.332,1.85887666762667e-28
"Srrm4",1.31336411826546e-32,-0.270602297509917,0.586,0.768,1.93800009291251e-28
"Ppp1r12c",1.59077669692859e-32,0.479394841743036,0.593,0.541,2.34735009398783e-28
"Ndfip1",1.60942777118348e-32,-0.32953236471383,0.472,0.659,2.37487161915834e-28
"Eif3m",1.68458928134085e-32,-0.280825802788662,0.154,0.295,2.48577994354656e-28
"Trmt1l",1.96127846176205e-32,-0.311753882359634,0.38,0.568,2.89406249817608e-28
"Ptpru",2.16644279066319e-32,0.536320749249882,0.41,0.311,3.1968029819026e-28
"Iffo1",2.34364265428638e-32,-0.290593778324614,0.382,0.57,3.45827910066498e-28
"Atp5md",2.83505004506885e-32,-0.323508049864543,0.171,0.315,4.18339984650359e-28
"Dnajc21",2.91739560459798e-32,-0.297452951076638,0.235,0.399,4.30490895414478e-28
"Ankrd27",3.86474018714489e-32,-0.28372426442659,0.145,0.281,5.702810620151e-28
"Podxl2",3.86701815455469e-32,-0.334786447277561,0.37,0.545,5.7061719888609e-28
"Nptxr",4.18312675168495e-32,0.561735822532539,0.374,0.271,6.17262183478631e-28
"Tacc2",4.49652205261713e-32,0.427300809306563,0.643,0.589,6.63506794084184e-28
"Nisch",4.57998348611351e-32,-0.271624528561881,0.707,0.844,6.75822363210909e-28
"Lman2l",5.90431207786234e-32,-0.294229750409038,0.505,0.695,8.71240290209366e-28
"1110008P14Rik",6.79579061899422e-32,-0.296735502565734,0.138,0.271,1.00278686373879e-27
"Atp6v1e1",7.09236959521771e-32,-0.302758081048886,0.196,0.346,1.04655005747033e-27
"Slc50a1",7.19494866092474e-32,-0.282588825561265,0.279,0.452,1.06168662440605e-27
"Rasal1",7.77765902394952e-32,0.523215343531243,0.394,0.293,1.14767136557399e-27
"Nptn",8.37903941787807e-32,0.407661418119703,0.601,0.544,1.23641105650209e-27
"Cabin1",8.44575115700149e-32,-0.290341763537522,0.595,0.768,1.24625504072714e-27
"Ttc7b",9.04570893976838e-32,0.51353843465519,0.392,0.291,1.33478481115222e-27
"Prdx5",9.11905091661061e-32,-0.292094258508746,0.173,0.318,1.34560715325506e-27
"Exoc6b",1.37853153176724e-31,0.371848205552399,0.73,0.71,2.03416112827574e-27
"Smpd4",1.50065697988981e-31,-0.309946589924122,0.359,0.534,2.2143694395254e-27
"Sidt1",1.73634656198448e-31,0.494988892414961,0.552,0.479,2.5621529868643e-27
"Wdr18",1.94310796064941e-31,-0.272193398717594,0.194,0.346,2.86725010673427e-27
"Polg",2.06183573694996e-31,0.45371501558972,0.559,0.49,3.04244481344336e-27
"Fam126a",2.0658735803347e-31,-0.301260000501312,0.183,0.327,3.04840305514189e-27
"Rrbp1",2.21863771402438e-31,-0.308293190292412,0.151,0.291,3.27382181081438e-27
"Phka2",2.28583988244464e-31,-0.302335501500113,0.44,0.63,3.37298533053531e-27
"Grk3",2.47353247451671e-31,-0.336308483752002,0.541,0.713,3.64994451939686e-27
"Sptan1",2.54879316231021e-31,-0.269720947245635,0.673,0.832,3.76099919030495e-27
"Ccdc28a",3.24969695714898e-31,-0.256904804951123,0.138,0.273,4.79525282996903e-27
"Pygo1",3.34319546497899e-31,-0.307768333692021,0.473,0.655,4.93321922812299e-27
"D10Wsu102e",4.2229556016394e-31,0.511755538853009,0.574,0.522,6.2313932857791e-27
"Degs1",4.52328301297876e-31,-0.28142805229048,0.16,0.3,6.67455641395145e-27
"Thap3",4.56749771264299e-31,-0.286648988124921,0.274,0.447,6.73979962477599e-27
"Nsun6",4.98591444973586e-31,-0.275632088036193,0.231,0.395,7.35721536203023e-27
"Srpk1",5.1544542539611e-31,-0.276104802012959,0.559,0.738,7.605912697145e-27
"Izumo4",8.17369794602348e-31,-0.275410804116551,0.283,0.456,1.20611086891522e-26
"Usp2",9.76411287341847e-31,0.510832954507957,0.334,0.225,1.44079249560163e-26
"Pgam1",1.18567132464154e-30,-0.277793385367728,0.19,0.339,1.74957660664106e-26
"Ddn",1.22856098000408e-30,0.499813450457535,0.426,0.333,1.81286458209403e-26
"Rnf170",1.32219052871003e-30,-0.277896705668624,0.203,0.356,1.95102434416453e-26
"Lekr1",1.77263207052225e-30,-0.279850246739002,0.216,0.369,2.61569588326263e-26
"Hspa12a",1.8211704371427e-30,-0.276303934281808,0.124,0.25,2.68731909704777e-26
"Ccdc85b",1.91840411014163e-30,0.473319433468566,0.481,0.394,2.83079710492499e-26
"Uqcrq",2.34257160496126e-30,-0.281063695534125,0.161,0.299,3.45669866028083e-26
"Dkk3",2.3791631909755e-30,-0.285351066427243,0.173,0.314,3.51069320460345e-26
"Tnrc6a",2.86168529624839e-30,-0.303822954982611,0.52,0.699,4.22270282314412e-26
"Eif2s2",3.31258196733806e-30,-0.269432966056477,0.397,0.579,4.88804595100404e-26
"Kif13b",3.60601847267906e-30,-0.299727911615474,0.218,0.368,5.32104085828522e-26
"Suclg1",3.84373631246055e-30,-0.256614920063998,0.167,0.307,5.67181730266679e-26
"Coro2b",4.35384396700511e-30,-0.263009920613586,0.154,0.288,6.42453215771274e-26
"Tmed4",4.35497995271567e-30,-0.289502489772729,0.215,0.367,6.42620841822725e-26
"Got2",4.3887427327732e-30,-0.286813706286597,0.25,0.415,6.47602877648013e-26
"Abr",4.62121068755832e-30,0.351302355198496,0.758,0.751,6.81905849056106e-26
"Dmac2",4.98529753187315e-30,-0.273641029061172,0.197,0.346,7.35630503803203e-26
"Arel1",5.3564468199491e-30,-0.275556742723807,0.189,0.333,7.90397292751689e-26
"Rapgef5",5.88583214794983e-30,0.327911106195264,0.84,0.794,8.68513391751477e-26
"Wasl",6.16217394575857e-30,0.412635720325762,0.649,0.609,9.09290387436134e-26
"Stag1",6.46116323461089e-30,0.485235900959591,0.489,0.413,9.53409246899184e-26
"Plxna4",7.23315748603366e-30,0.461499758385998,0.565,0.505,1.06732471863913e-25
"Arhgef3",7.33348624095973e-30,0.46576574440314,0.262,0.159,1.08212922971602e-25
"Tmem234",8.98302447738253e-30,-0.265257981238882,0.54,0.735,1.32553509188257e-25
"Atrx",8.99004402556553e-30,0.295907911457201,0.868,0.878,1.32657089641245e-25
"4932438A13Rik",9.97765304141689e-30,0.41063622323828,0.593,0.541,1.47230248279148e-25
"Zbtb18",1.0272188586501e-29,0.432381217630593,0.583,0.54,1.51576414782409e-25
"Unc5c",1.04869881333353e-29,-0.291165264003141,0.542,0.713,1.54745996895495e-25
"Emc9",1.39932532563237e-29,-0.265571587860195,0.184,0.329,2.06484445050312e-25
"Adam15",1.70521360753629e-29,-0.262732422568484,0.297,0.474,2.51621319928055e-25
"Sumo2",1.83695784273103e-29,-0.275016132030511,0.425,0.615,2.71061499273391e-25
"Macrod2",2.02427935045782e-29,-0.274249046794647,0.26,0.421,2.98702660953555e-25
"Wdr43",2.0728782435014e-29,-0.262218070054514,0.326,0.503,3.05873913611067e-25
"Aimp1",2.16345530498434e-29,-0.296051908704848,0.364,0.545,3.19239464803489e-25
"Rab34",2.65046066630984e-29,-0.294079336361267,0.535,0.719,3.91101975920681e-25
"Tsnax",2.83219803182806e-29,-0.27376220921685,0.266,0.428,4.17919141576549e-25
"Elfn2",3.03226029214462e-29,-0.26058161117312,0.171,0.308,4.4744032870886e-25
"Tia1",3.17411371333495e-29,0.252414233377713,0.925,0.937,4.68372219539705e-25
"Clock",3.28918383083242e-29,-0.255831986746015,0.622,0.789,4.85351966077632e-25
"Ssh2",4.59775734870534e-29,0.430423503120751,0.617,0.573,6.7844507437496e-25
"Aifm3",4.91085269573866e-29,0.501541956822003,0.36,0.261,7.24645423783197e-25
"Tpi1",5.81554420665547e-29,-0.293631441899481,0.311,0.483,8.58141703134081e-25
"Gpr162",5.93617484807415e-29,0.465080252500127,0.521,0.454,8.75941960581821e-25
"Bcl7a",6.81923549723161e-29,0.502285137188334,0.429,0.339,1.0062463899715e-24
"Stk38",7.33510538877342e-29,-0.284968115758113,0.541,0.725,1.08236815116741e-24
"Rpp21",7.40785239815823e-29,-0.273202726428437,0.232,0.387,1.09310269987223e-24
"BC005537",8.14311292821539e-29,0.425519150280753,0.54,0.479,1.20159774368746e-24
"Arap2",8.56385185222873e-29,-0.268420813436173,0.699,0.835,1.26368197931487e-24
"Rint1",9.44444299139612e-29,-0.278469624107194,0.146,0.273,1.39362200781041e-24
"Ckmt1",9.99865753034509e-29,-0.274301464266588,0.189,0.331,1.47540190517772e-24
"Esrra",1.11080806905184e-28,-0.277573628505563,0.288,0.457,1.6391083866929e-24
"Larp1b",1.48019324628115e-28,-0.257168892577407,0.244,0.4,2.18417315421246e-24
"Ralgps2",1.697559661461e-28,-0.262053308841703,0.514,0.697,2.50491903645186e-24
"Gkap1",1.96962532152957e-28,-0.287252044432899,0.258,0.417,2.90637912444903e-24
"Josd2",2.02803392037228e-28,-0.277540230443748,0.158,0.29,2.99256685290133e-24
"Sbf2",2.10897824702287e-28,-0.283509890581429,0.266,0.426,3.11200830130695e-24
"Hint3",2.50933562420576e-28,-0.256298844115185,0.131,0.253,3.70277564707802e-24
"Chgb",2.51596590157766e-28,0.3976804803577,0.66,0.634,3.712559284368e-24
"Mia2",2.53076039276755e-28,0.415639299297555,0.65,0.61,3.7343900355678e-24
"Far1",2.92140771682673e-28,0.413028294534884,0.621,0.588,4.31082922694952e-24
"Cs",2.93818909265698e-28,-0.251469241702882,0.198,0.344,4.33559182512463e-24
"Rpl36",3.09083783671342e-28,-0.290328314935063,0.148,0.275,4.56084031185433e-24
"Pde10a",4.80839638022198e-28,0.28521331442429,0.656,0.575,7.09526969865555e-24
"Eif4g2",6.10308532722305e-28,0.441322824300803,0.475,0.397,9.00571270885033e-24
"Rnf187",6.81011646687569e-28,-0.289631360442839,0.188,0.326,1.00490078585218e-23
"Fam184a",7.80137931440523e-28,0.460543034781581,0.29,0.188,1.15117153163364e-23
"Cox6c",9.56070008329097e-28,-0.276146537525545,0.291,0.452,1.41077690429042e-23
"Hivep3",1.01384598345388e-27,-0.269906265849649,0.545,0.726,1.49603113318454e-23
"Rpl21",1.01840462985211e-27,-0.281663962656967,0.301,0.467,1.50275787180977e-23
"Napg",1.05142474402576e-27,-0.252880340336216,0.645,0.817,1.55148235228441e-23
"Rpl28",1.09344847130636e-27,-0.264540395958649,0.24,0.393,1.61349256425967e-23
"Clasrp",1.10240322566534e-27,-0.261207026887743,0.297,0.464,1.62670619979177e-23
"Dst",1.1102825046676e-27,0.308238966123252,0.789,0.805,1.63833286388752e-23
"Kcnq2",1.16078079577143e-27,-0.252758348531685,0.637,0.794,1.71284814224032e-23
"Fopnl",1.2125712791175e-27,-0.255372664868689,0.251,0.409,1.78927017946579e-23
"Thsd4",1.23813316504948e-27,-0.267963940842657,0.281,0.44,1.82698929834701e-23
"Dlg1",1.41426278701632e-27,0.459509419094354,0.273,0.177,2.08688616852128e-23
"Lrp1",1.4678890400597e-27,-0.278812690435327,0.458,0.637,2.16601706751209e-23
"Ap2a2",1.48083403680054e-27,-0.271848159366218,0.518,0.688,2.18511870470288e-23
"Bsg",1.71227053277618e-27,-0.388822537627528,0.234,0.385,2.52662639816453e-23
"Mon2",1.95707047322086e-27,0.461008406213455,0.472,0.402,2.8878531902847e-23
"Kansl3",1.97836808843911e-27,-0.259051742607348,0.312,0.483,2.91927995130075e-23
"Lrrtm4",2.06447368222172e-27,0.407191314298329,0.566,0.507,3.04633736548637e-23
"Herc2",2.20306821965163e-27,0.319410586621296,0.8,0.789,3.25084746491794e-23
"Elmod1",2.54755568205058e-27,0.392770664091744,0.641,0.598,3.75917316443384e-23
"Plppr4",3.16209082573493e-27,-0.286179883947451,0.661,0.799,4.66598122245446e-23
"Ssbp4",3.56422487635812e-27,-0.27349139317767,0.615,0.775,5.25937022755404e-23
"Dock9",4.39959238143391e-27,-0.255976713017076,0.594,0.757,6.49203851804388e-23
"Rims2",5.12255898831807e-27,-0.289704319027952,0.604,0.761,7.55884804316215e-23
"4930430F08Rik",5.48689646429271e-27,-0.254376822326746,0.155,0.282,8.09646442271032e-23
"Adgrl1",5.49247519749665e-27,0.357260778519926,0.687,0.659,8.10469640142605e-23
"Ube2i",5.57830879622808e-27,-0.265049097021033,0.214,0.357,8.23135245971416e-23
"Kifc2",5.98974903806745e-27,-0.266692813514964,0.539,0.718,8.83847368057233e-23
"Trip11",6.11475678162494e-27,0.362490317936302,0.675,0.644,9.02293510696577e-23
"Ap4m1",6.12723066455897e-27,-0.263099924013844,0.234,0.385,9.04134156862322e-23
"Chchd2",6.25537549734791e-27,-0.259837250917001,0.222,0.371,9.23043208388657e-23
"Bclaf1",7.32721052497154e-27,0.316556550512525,0.833,0.838,1.0812031850648e-22
"Tmeff2",7.88845748381269e-27,-0.326704686570874,0.134,0.253,1.1640207863114e-22
"Zeb1",9.48496361161593e-27,0.420396673519136,0.343,0.246,1.39960123053005e-22
"Ogfrl1",9.85007051776847e-27,-0.260604801207671,0.32,0.487,1.45347640560191e-22
"Rlf",1.01744900431989e-26,-0.265228034738946,0.48,0.654,1.50134775077443e-22
"Myl6",1.0469820885019e-26,-0.259297426346193,0.459,0.646,1.5449267697934e-22
"Cstf2",1.07802758069774e-26,0.437419637127719,0.508,0.447,1.59073749807758e-22
"Shisa7",1.4075584492688e-26,0.470975917554135,0.452,0.374,2.07699324774105e-22
"Gpm6a",1.49251249910575e-26,0.374834045112562,0.594,0.55,2.20235144368044e-22
"Clmn",1.60508566875348e-26,0.322518351101142,0.838,0.833,2.36846441281263e-22
"Htt",2.20342026443886e-26,0.39281764860928,0.637,0.594,3.25136694220599e-22
"Atp5l",2.28885144589897e-26,-0.256296027762421,0.385,0.568,3.37742919356852e-22
"Gtpbp2",3.68833870281682e-26,-0.255175447180444,0.494,0.673,5.4425125898765e-22
"Nufip2",3.99290371845659e-26,0.424488535521239,0.579,0.545,5.89192872695454e-22
"Kif5a",4.27985628072008e-26,-0.251310478121307,0.369,0.536,6.31535592783055e-22
"Arhgap44",4.68533006837187e-26,0.475232240127342,0.375,0.284,6.91367304888954e-22
"Slc24a4",5.73570161210269e-26,0.441268898600267,0.293,0.197,8.46360129881873e-22
"Rbm26",5.99636545131048e-26,0.291995110834597,0.82,0.824,8.84823685995374e-22
"Bdnf",6.85174905188818e-26,0.478539171630134,0.322,0.22,1.01104409009662e-21
"Haghl",8.38705514920403e-26,-0.254931341034921,0.29,0.45,1.23759385781655e-21
"Celf1",8.59573273167289e-26,0.351484625187571,0.743,0.733,1.26838632188565e-21
"Cpne4",9.87949251857493e-26,0.302522696532986,0.896,0.864,1.45781791604092e-21
"Gba2",1.57562362291571e-25,0.489794909060223,0.491,0.431,2.32499021797441e-21
"Rprd1a",1.76236183480751e-25,0.434019813629232,0.519,0.455,2.60054112344196e-21
"Pdhb",2.00427134689758e-25,-0.259864398859268,0.397,0.564,2.95750279948207e-21
"Pwwp2a",2.05726238215824e-25,0.409659076367753,0.61,0.596,3.0356963711127e-21
"Kmt2c",2.3698244213084e-25,0.37342903104382,0.632,0.6,3.49691291608267e-21
"Ash1l",2.40428587473329e-25,0.318893976699206,0.753,0.756,3.54776423675644e-21
"Cox5a",2.76578652789779e-25,-0.259035403960068,0.18,0.309,4.08119460056597e-21
"Stxbp5",2.76623261201546e-25,0.408111034832756,0.535,0.483,4.08185284229002e-21
"Pcdh1",3.887887453034e-25,0.402116414703425,0.57,0.526,5.73696672569697e-21
"Hdgfl2",4.0210661193859e-25,-0.254674397236655,0.195,0.33,5.93348516576583e-21
"Pgap1",4.2869146645976e-25,0.463558204379304,0.306,0.214,6.32577127908022e-21
"Epb41l3",4.35723641682172e-25,-0.284729350018032,0.262,0.411,6.42953805666213e-21
"Idh3b",4.42238160881014e-25,-0.259674229601871,0.466,0.633,6.52566630196024e-21
"Fry",4.99554162404514e-25,0.269192376644425,0.865,0.875,7.371421220441e-21
"Brinp2",5.45987904331275e-25,0.265475535626921,0.897,0.894,8.0565975163123e-21
"Tial1",6.67905548078189e-25,0.373290404686049,0.601,0.561,9.85561426744175e-21
"Lix1",6.70066293222459e-25,-0.253806864413018,0.169,0.293,9.88749822279061e-21
"Lgi1",1.04496976785153e-24,-0.251138629847246,0.729,0.851,1.54195738944172e-20
"Tardbp",1.06833834456226e-24,0.323380778617433,0.716,0.704,1.57644006123607e-20
"Strn4",1.54543554703456e-24,-0.253148403224367,0.399,0.572,2.28044469320419e-20
"Atp11a",1.63719433060775e-24,0.440726195106435,0.308,0.216,2.4158439542448e-20
"Strbp",2.08328720417839e-24,0.301983282910316,0.778,0.762,3.07409859848563e-20
"Calm1",2.24030047344623e-24,0.305458068352759,0.862,0.898,3.30578737861725e-20
"Drap1",2.493187610344e-24,0.439767312726046,0.528,0.479,3.67894763782361e-20
"Crebbp",2.50459636883557e-24,0.413057442158615,0.522,0.466,3.69578240185377e-20
"Rps27",3.83333056745231e-24,-0.290041266345738,0.255,0.396,5.65646258533263e-20
"Ppia",4.9106265142765e-24,-0.279816024339718,0.527,0.702,7.2461204844664e-20
"Chd2",4.94565523192538e-24,0.438343454993665,0.547,0.507,7.29780886022909e-20
"Senp7",4.95208378117239e-24,0.382780624367423,0.564,0.517,7.30729482749798e-20
"Mast3",5.5168223623891e-24,-0.279655708435968,0.497,0.645,8.14062307794136e-20
