"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Crym",1.63631118932386e-83,-0.563012358501542,0.407,0.68,2.41454079096628e-79
"Scn2a",2.67026369933525e-83,0.484081739440209,0.905,0.883,3.9402411147391e-79
"Tmem181a",3.44771149310098e-83,-0.554881305553216,0.299,0.567,5.08744307921981e-79
"Nefl",3.45490664460504e-83,-0.578685206619054,0.21,0.463,5.09806024477919e-79
"Slc25a23",6.89377717586177e-83,-0.558903042519772,0.456,0.715,1.01724576007016e-78
"Limch1",9.20353069762047e-83,0.704824079326185,0.539,0.349,1.35807298974088e-78
"Map2k2",1.18351993032621e-82,-0.521775332228024,0.289,0.567,1.74640200918936e-78
"Hdac4",1.39997258236262e-82,-0.572274129306376,0.317,0.585,2.06579954253429e-78
"Slc4a4",2.73601753034837e-82,0.80142625721732,0.428,0.233,4.03726746778206e-78
"Nrcam",3.2944257564781e-82,-0.395648536990596,0.874,0.947,4.86125464625908e-78
"Camkk2",5.40640053349222e-82,0.799522969754897,0.553,0.38,7.97768462722111e-78
"Gabarapl2",6.85746550121486e-82,-0.591422834243348,0.384,0.664,1.01188760935927e-77
"Prox2",7.50401345251434e-82,-0.512995360691639,0.104,0.317,1.10729222505302e-77
"Map4k4",1.22577467090987e-81,-0.54292343768403,0.553,0.799,1.8087531043946e-77
"Macf1",2.1903011913757e-81,0.434888121993329,0.937,0.925,3.23200843799398e-77
"mt-Co1",5.11868497984435e-81,0.739018224537456,0.679,0.541,7.55313155625832e-77
"Osbp2",1.23470390645026e-80,-0.55367099500658,0.305,0.569,1.821929084358e-76
"mt-Nd2",1.4609755432946e-80,0.804955371070273,0.443,0.243,2.15581551168551e-76
"Pcdh7",4.105113824445e-80,-0.566537363360303,0.15,0.38,6.05750595935105e-76
"Atp5g1",4.28992011470121e-80,-0.51063751613931,0.231,0.493,6.33020612125311e-76
"Eno1",7.9513229059594e-80,-0.567513811707675,0.24,0.492,1.17329720800337e-75
"Zdhhc14",9.20109193843738e-80,-0.501949740547581,0.087,0.286,1.35771312643582e-75
"Mmp16",1.14010335224913e-79,0.70837476795975,0.634,0.508,1.68233650657882e-75
"Whamm",1.17998889792672e-79,-0.530738246693169,0.254,0.512,1.74119161778066e-75
"Dnm3",3.79752130184893e-79,-0.577145621938012,0.294,0.562,5.60362243300828e-75
"Armc9",4.04379638644054e-79,-0.525144780519932,0.449,0.713,5.96702594783166e-75
"Ccdc88c",1.43521254471948e-78,-0.525891185562726,0.267,0.534,2.11779963098807e-74
"Zfp30",2.57636360796059e-78,-0.548905795698537,0.257,0.514,3.80168213990664e-74
"Bcl11b",2.82664126271328e-78,0.640014149519748,0.699,0.571,4.17099184725972e-74
"Tbata",6.24667178157176e-78,-0.480819498260234,0.075,0.265,9.21758888088729e-74
"Rab3a",1.06797534883684e-77,-0.534868882812741,0.264,0.521,1.57590442474363e-73
"Birc6",1.86894879007081e-77,0.612507567309524,0.708,0.61,2.75782083462849e-73
"Taf1d",1.89795147420655e-77,-0.505769469962603,0.583,0.815,2.80061719533919e-73
"Ttc19",2.31075149119047e-77,-0.408262975270061,0.835,0.944,3.40974490040066e-73
"Ryr3",2.6221776024172e-77,0.562921500087019,0.789,0.71,3.86928527012682e-73
"Pde4d",1.61421758745312e-76,-0.47573165017399,0.701,0.87,2.38193947204582e-72
"Chst2",2.67755364939954e-76,-0.511630284603207,0.126,0.34,3.95099816505396e-72
"Lrtm1",2.9198705930091e-76,-0.53095322698658,0.54,0.775,4.30856104704422e-72
"Tango2",3.50560431061927e-76,-0.533122392155957,0.388,0.652,5.17286972074979e-72
"Kmt2a",4.08693954745022e-76,0.502320735220775,0.86,0.825,6.03068799621754e-72
"Ric1",4.66238287035054e-76,0.724192651963955,0.526,0.359,6.87981216348925e-72
"Cog5",6.28698563758383e-76,0.782839262949658,0.514,0.351,9.2770760068187e-72
"Nwd2",7.19379490896161e-76,-0.495957634762962,0.087,0.281,1.06151637676638e-71
"Etnk1",9.46091036671671e-76,0.465234880652532,0.896,0.878,1.39605193371272e-71
"Shisa4",1.09621921137463e-75,-0.651259893495673,0.109,0.311,1.6175810683044e-71
"Snx32",2.32212354382699e-75,-0.518089561030336,0.314,0.573,3.42652550127111e-71
"Grip1",4.20836246502305e-75,-0.530673946178191,0.104,0.304,6.20985965338801e-71
"Il1rapl1",1.71947878510935e-74,0.532294591161368,0.832,0.746,2.53726289530735e-70
"Nell2",1.824892241582e-74,0.608329174528256,0.729,0.665,2.6928109916784e-70
"Raver2",2.20142973595266e-74,-0.561752517897283,0.161,0.38,3.24842971837175e-70
"Dab1",9.80223712236309e-74,0.59375803922648,0.718,0.635,1.4464181097759e-69
"mt-Nd4",1.0544746654817e-73,0.797209709418791,0.515,0.336,1.55598281638479e-69
"Mvb12a",2.0036813505282e-73,-0.491381170324023,0.171,0.402,2.95663220083941e-69
"Fbxw7",3.93408799066391e-73,0.658776014046212,0.71,0.633,5.80514023902366e-69
"Nrbp2",2.21381537909789e-72,-0.494040049026629,0.27,0.522,3.26670597339685e-68
"Pex5l",3.85674346661543e-72,-0.526074123961191,0.447,0.698,5.69101065933773e-68
"Kcnj3",4.37250684709321e-72,0.716988252160925,0.459,0.287,6.45207110357074e-68
"Dgkz",6.93617853601758e-72,0.528753958002171,0.805,0.744,1.02350250477475e-67
"Jakmip1",9.24961157008543e-72,-0.489085625159619,0.138,0.35,1.36487268328181e-67
"Cabp7",3.14062668175115e-71,0.731501015701783,0.54,0.385,4.634308731592e-67
"Dnajb4",4.27563100532978e-71,-0.498725122903807,0.364,0.618,6.30912111146462e-67
"Rgs11",3.53669879613859e-70,-0.469110426662082,0.594,0.81,5.21875274358211e-66
"Cnot3",9.87256613303106e-70,-0.489476262479568,0.461,0.708,1.45679585859006e-65
"Elmo1",1.33784340372016e-69,0.716357432785764,0.326,0.15,1.97412172652947e-65
"Celf3",1.37084715663305e-69,0.516714523609786,0.835,0.778,2.02282206432773e-65
"Spink8",1.43673787723244e-69,-0.489056944111337,0.122,0.324,2.12005041164419e-65
"Thoc2l",3.0523809065222e-69,-0.371201617967151,0.86,0.954,4.50409326566417e-65
"Sugp1",3.55372516636659e-69,-0.491569505428155,0.365,0.613,5.24387685549054e-65
"Ralgapa1",3.91777155204924e-69,0.457452450339119,0.855,0.808,5.78106370220386e-65
"Lmo4",7.61487235763282e-69,-0.588720766201379,0.187,0.405,1.1236505650923e-64
"Spon1",8.36746726674553e-69,0.66757039848335,0.324,0.146,1.23470346988097e-64
"Ccbe1",8.65014179173328e-69,-0.468729273279529,0.165,0.381,1.27641492278816e-64
"Lrp12",1.27301591415862e-68,0.670560390725312,0.279,0.114,1.87846228293245e-64
"Rbm3",2.01831099673504e-68,0.623658928419095,0.634,0.518,2.97821970678222e-64
"Rab3c",3.19536878693792e-68,-0.537821493429015,0.305,0.541,4.7150861820056e-64
"Ubb",3.50882616685063e-68,-0.519699684280892,0.486,0.733,5.17762389180479e-64
"mt-Atp6",5.49417733521398e-68,0.633892642072618,0.557,0.385,8.10720807584175e-64
"Csmd1",3.0541049995559e-67,0.412682736238978,0.935,0.93,4.50663733734469e-63
"Cfap100",3.33345423035901e-67,-0.493273924571015,0.12,0.311,4.91884506231775e-63
"Sybu",5.46908159450723e-67,-0.494868882521057,0.279,0.529,8.07017680085487e-63
"Selenom",8.88270156467096e-67,-0.506002246399198,0.46,0.707,1.31073144288285e-62
"2300009A05Rik",1.67359815067741e-66,-0.476830001635939,0.216,0.445,2.46956143113958e-62
"Kcnj6",2.50542445643185e-66,0.496726834633205,0.809,0.766,3.69700432791084e-62
"Armh4",3.05712949735765e-66,-0.445164642831497,0.081,0.253,4.51110028630095e-62
"Gas2l1",3.22072357651244e-66,-0.444677943806736,0.106,0.296,4.75249970950175e-62
"Cck",3.63418733754735e-66,-0.389163546205733,0.67,0.885,5.36260683528487e-62
"Slc38a1",4.55610473802586e-66,0.68981092973046,0.558,0.425,6.72298815143096e-62
"Ttc21b",5.38491860105808e-66,-0.48473665188668,0.265,0.499,7.9459858877213e-62
"Osbpl1a",2.42906576929931e-65,-0.469986760371033,0.11,0.298,3.58432944917806e-61
"Nr1d2",2.95013370670225e-65,0.6290071949776,0.323,0.153,4.35321729760983e-61
"Pisd",3.79362326393093e-65,-0.500552473163732,0.529,0.748,5.59787048825648e-61
"Ccdc88a",4.88173133283021e-65,0.513323957312921,0.765,0.705,7.20348275472426e-61
"Ank2",1.0867469075242e-64,0.272927799904568,0.994,0.987,1.60360373674271e-60
"Sez6l2",6.67626897911237e-64,-0.483689470115253,0.346,0.59,9.85150250557822e-60
"Pex3",7.15134749690445e-64,-0.460587456311424,0.257,0.494,1.05525283664322e-59
"Marchf1",1.61515867606411e-63,-0.498747522982484,0.093,0.268,2.3833281424002e-59
"Marchf2",1.71521517764372e-63,-0.463099486506793,0.263,0.501,2.53097151613107e-59
"Man1a2",2.63916930714648e-63,-0.404910137678535,0.864,0.944,3.89435822962535e-59
"Dennd4a",3.08073489139638e-63,0.67035679782096,0.576,0.45,4.54593240574449e-59
"Nav3",5.85461166353601e-63,-0.460995677823265,0.565,0.779,8.63906497071374e-59
"Dock3",6.26296774989717e-63,0.656956351443878,0.455,0.291,9.24163521174826e-59
"Hunk",1.03677614995607e-62,0.682636836346324,0.448,0.285,1.52986688687518e-58
"Grm5",1.1103008721574e-62,-0.302256365047374,0.939,0.964,1.63835996695546e-58
"Lrrtm1",1.26330573688702e-62,-0.476559311513981,0.107,0.283,1.86413394535049e-58
"Pycard",2.16693095765061e-62,-0.468992878119893,0.096,0.273,3.19752332110924e-58
"Foxp1",3.74297029482421e-62,-0.492690889014749,0.413,0.648,5.52312696704261e-58
"Srgap3",3.82202241216711e-62,-0.450322822072403,0.669,0.837,5.63977627139379e-58
"Hsp90b1",4.21520572563685e-62,0.678984940498937,0.521,0.383,6.21995756874973e-58
"Gpm6b",4.68145003540116e-62,-0.397793834414031,0.811,0.929,6.90794767223796e-58
"Fzd3",1.15670783233652e-61,0.63785558066909,0.296,0.135,1.70683807739576e-57
"Eid1",1.55274076681239e-61,-0.426835440326283,0.523,0.762,2.29122427550836e-57
"Rbm33",2.80937537284858e-61,0.643815341248328,0.548,0.419,4.14551430017536e-57
"Susd4",3.86660763281878e-61,-0.434632022835156,0.367,0.619,5.70556622298739e-57
"Ptprd",4.7368414072457e-61,-0.328122250734963,0.944,0.966,6.98968318053175e-57
"Dnah9",5.52653551530626e-61,-0.455738302695291,0.295,0.529,8.15495580638592e-57
"Knop1",9.86480688065149e-61,-0.435373692275547,0.361,0.614,1.45565090330893e-56
"Calm2",1.08458408543623e-60,-0.333919359190236,0.832,0.941,1.60041227646971e-56
"Basp1",1.24144720703968e-60,-0.47266938382504,0.497,0.723,1.83187949870775e-56
"Arhgdig",2.91916003396165e-60,-0.432137978984972,0.136,0.325,4.30751254611381e-56
"Polb",3.69614030013908e-60,-0.417242041071063,0.583,0.799,5.45402462688523e-56
"Mpp3",5.42025579527527e-60,-0.451780503855215,0.388,0.635,7.99812945150819e-56
"Shisa6",6.04100250732927e-60,-0.467192090429796,0.24,0.458,8.91410329981507e-56
"Rnpepl1",8.51245973858311e-60,-0.435240305199085,0.18,0.39,1.25609855902532e-55
"Wbp11",1.10297485696057e-59,-0.429174280355721,0.237,0.458,1.62754969893101e-55
"Taok3",1.15004883724928e-59,-0.452405532321142,0.278,0.507,1.69701206424504e-55
"Lsm11",1.30115268002834e-59,-0.444984697039885,0.209,0.423,1.91998089464981e-55
"Tet2",1.38196069821999e-59,0.549928405288368,0.673,0.595,2.03922120629342e-55
"Timm9",1.6313667203658e-59,-0.443302274558716,0.541,0.755,2.40724473257178e-55
"Rnf112",1.76085651932048e-59,-0.370334969571211,0.857,0.935,2.5983198799093e-55
"Hook2",2.03022307381955e-59,-0.417027632562764,0.141,0.333,2.99579716772813e-55
"Vcan",2.07545508123923e-59,-0.506361380063313,0.129,0.314,3.0625415178766e-55
"Acan",2.77290107627085e-59,0.638490885397684,0.314,0.152,4.09169282814527e-55
"Fam220a.1",7.17412839660951e-59,-0.465505325877186,0.325,0.554,1.0586143862037e-54
"Cend1",1.27757178747551e-58,-0.435851429896429,0.138,0.326,1.88518492959886e-54
"Hras",2.00524614199006e-58,-0.453359850951684,0.198,0.406,2.95894120712054e-54
"Cst3",2.92768777192098e-58,-0.775961395576924,0.099,0.269,4.32009607624659e-54
"Pdlim7",1.28490571939738e-57,-0.413540446695229,0.529,0.754,1.89600687954278e-53
"Gm38394",1.42063308222386e-57,-0.426854010488988,0.432,0.671,2.09628617612953e-53
"Qk",2.19062673356078e-57,0.331512286421273,0.578,0.461,3.23248880804229e-53
"Dync1i1",2.40972083642271e-57,-0.41768414579247,0.235,0.45,3.55578406622535e-53
"Abcd4",3.01365281840745e-57,-0.465749467072018,0.258,0.478,4.44694609884204e-53
"Pxn",3.40466354487655e-57,-0.407825478914635,0.164,0.361,5.02392152681984e-53
"Fyco1",3.70106780239052e-57,0.617774721381489,0.581,0.469,5.46129564920744e-53
"Uvrag",4.39968495616392e-57,0.583562340581165,0.695,0.621,6.49217512131549e-53
"Igf2bp3",4.40070258075089e-57,-0.393615181468044,0.498,0.735,6.49367672815602e-53
"Eml5",1.36448534686758e-56,0.508686590654257,0.765,0.724,2.0134345778378e-52
"Mmp17",2.2193690770121e-56,0.629669150737402,0.523,0.395,3.27490101003906e-52
"Slc4a10",2.36273138822601e-56,0.619853557278374,0.438,0.29,3.4864464364663e-52
"Atp5j2",2.41088805840379e-56,-0.459977286868597,0.248,0.466,3.55750641898064e-52
"Srgap2",2.47992439848386e-56,-0.377606232153597,0.843,0.921,3.65937644240279e-52
"Adgrl3",3.78706829248343e-56,-0.47609474512393,0.572,0.769,5.58819797238855e-52
"Pcbp2",7.8943309423744e-56,0.605291642293637,0.511,0.375,1.16488747385677e-51
"Oxr1",9.40671468007994e-56,-0.469518618851318,0.162,0.35,1.3880548181926e-51
"Meis2",1.02038989401459e-55,-0.452644842218852,0.195,0.409,1.50568732760793e-51
"Pianp",1.58357053469114e-55,0.646808475566791,0.413,0.264,2.33671668099024e-51
"Ripor2",1.69030483024841e-55,-0.399996933637474,0.114,0.286,2.49421380751455e-51
"Akap9",1.73029184267926e-55,0.540762272699246,0.667,0.585,2.55321864305752e-51
"Atp6v0c",3.30994069684909e-55,-0.393233427171814,0.648,0.858,4.88414849227051e-51
"Flrt3",3.7384674938354e-55,-0.444496104213454,0.207,0.414,5.51648263390352e-51
"Prkx",4.38739123740333e-55,-0.395988298064354,0.136,0.317,6.47403450991235e-51
"Ubr3",5.06608057223181e-55,0.544496017478137,0.667,0.6,7.47550849238526e-51
"Ntrk2",5.81565008957236e-55,0.470507981069022,0.841,0.812,8.58157327217297e-51
"Rbm39",6.35432938216329e-55,-0.296313642008739,0.958,0.981,9.37644843632015e-51
"Rcor3",1.1944533686676e-54,-0.415075567160108,0.506,0.728,1.76253539080591e-50
"Gria3",1.21416644288854e-54,0.366501126480773,0.929,0.911,1.79162400312633e-50
"Tafa2",2.06632244091875e-54,0.598924846946951,0.27,0.125,3.04906539381971e-50
"Caln1",2.15868911672465e-54,-0.395627389366613,0.131,0.308,3.18536166063889e-50
"Arhgef4",2.23014817318343e-54,-0.407685454304131,0.318,0.547,3.29080664434948e-50
"Mical2",4.29264933620199e-54,-0.311074219716292,0.885,0.943,6.33423336049966e-50
"Sncb",7.66804519692059e-54,-0.437211472465958,0.162,0.347,1.1314967492576e-49
"Fgf12",8.64292908520711e-54,0.613686235201874,0.343,0.192,1.27535061581316e-49
"Zc3h6",1.96178435255149e-53,-0.431971122633735,0.317,0.539,2.89480899062498e-49
"Ppfia2",2.34703092487288e-53,0.400664540960844,0.878,0.847,3.46327883274242e-49
"Arhgef28",3.73120383635962e-53,0.554511864064231,0.665,0.577,5.50576438093226e-49
"Acap2",5.25074364755911e-53,0.410194657991394,0.879,0.867,7.74799732633823e-49
"Nav2",6.66192032796487e-53,-0.381298405993398,0.711,0.861,9.83032963594496e-49
"Actr1b",6.68001612983095e-53,-0.406809110771501,0.491,0.706,9.85703180117856e-49
"Osbpl6",9.01118333917358e-53,-0.400604080747668,0.254,0.472,1.32969021352845e-48
"Kctd4",9.99427126209763e-53,-0.4716419189114,0.258,0.46,1.47475466743513e-48
"Tubb4b",1.02772720316129e-52,-0.389566296983003,0.14,0.318,1.5165142609848e-48
"Rgs7bp",1.37104231628668e-52,-0.454812257372397,0.269,0.481,2.02311004191262e-48
"Ndrg3",1.57105661377423e-52,0.3943923898652,0.884,0.862,2.31825113928526e-48
"Trpc4",1.64165597479956e-52,-0.435303021052577,0.311,0.529,2.42242755641423e-48
"Sel1l3",2.26488388267074e-52,-0.443520209735166,0.201,0.399,3.34206265726895e-48
"Fkbp5",3.20524616169958e-52,-0.42786669455278,0.289,0.499,4.7296612362039e-48
"Ppp1r12a",6.19129919602839e-52,0.518321279227089,0.686,0.634,9.13588109365949e-48
"Rap1a",1.25980729373996e-51,-0.414725916416004,0.189,0.382,1.85897164264268e-47
"Tnrc6c",2.04716044099919e-51,-0.270496574587652,0.951,0.98,3.0207899467384e-47
"Stmn3",2.44047480297208e-51,-0.373248429820944,0.367,0.612,3.6011646192656e-47
"Pak1",2.54168519820794e-51,-0.415956760715012,0.308,0.53,3.75051067847564e-47
"Ahcyl2",2.67275813490527e-51,0.386691647394874,0.901,0.874,3.94392190386621e-47
"Rtn3",2.94219608767754e-51,0.515144729158025,0.669,0.616,4.34150454697698e-47
"Pdcd4",4.90752111577907e-51,-0.444507738529479,0.172,0.357,7.24153815844359e-47
"Npdc1",5.48570281054366e-51,-0.403291928256764,0.417,0.642,8.09470306723823e-47
"Rps13",6.98297589375212e-51,-0.390476520414694,0.393,0.626,1.03040792288206e-46
"Negr1",7.09675459781957e-51,0.369229594820982,0.93,0.9,1.04719710845426e-46
"Phactr2",2.03936372932554e-50,-0.344467498760911,0.109,0.273,3.00928511899277e-46
"Prdm8",2.61618445300891e-50,0.569943531031708,0.627,0.544,3.86044177885994e-46
"Wscd2",3.12874549571686e-50,-0.392724790774225,0.475,0.693,4.61677685347979e-46
"Anapc5",4.07966464622439e-50,-0.382207503982736,0.579,0.784,6.01995315196872e-46
"Ppwd1",4.93864732349179e-50,-0.401559332571004,0.419,0.651,7.28746799054449e-46
"Nrg3",5.45092982194984e-50,0.555977139927116,0.582,0.497,8.04339204526918e-46
"Nbea",6.04341289008943e-50,0.360879800957329,0.908,0.906,8.91766006061596e-46
"Arfgef3",6.26896128760763e-50,0.580658554788707,0.563,0.458,9.25047927599383e-46
"Nagk",1.00352179283602e-49,-0.353996821414969,0.153,0.335,1.48079675750883e-45
"Csmd2",1.57291871735239e-49,-0.41194272884998,0.363,0.581,2.32099885932518e-45
"Lage3",1.84619169134337e-49,-0.406277311362757,0.315,0.534,2.72424045974627e-45
"Trio",2.83248538560239e-49,-0.376110517002403,0.533,0.738,4.17961543499488e-45
"Mcur1",4.05722132658679e-49,-0.392682522537743,0.201,0.391,5.98683578951147e-45
"Pabpc1",5.35422439367345e-49,-0.411309004072578,0.351,0.562,7.90069351530454e-45
"Hacd2",8.61709391640232e-49,0.632053055958397,0.354,0.213,1.27153837830433e-44
"Agrn",9.04515614132993e-49,-0.428386972609748,0.269,0.471,1.33470324021464e-44
"Psmd9",9.75469318706126e-49,-0.377395457771897,0.271,0.489,1.43940252668276e-44
"Polr3d",1.0670680154257e-48,-0.368802157898363,0.127,0.292,1.57456556356216e-44
"Tmsb4x",1.25105251473011e-48,0.43513076356234,0.849,0.852,1.84605309073575e-44
"Pet100",2.17749695496454e-48,-0.389140665989295,0.287,0.5,3.21311450674567e-44
"Mpg",2.34979603273129e-48,-0.353890055088688,0.097,0.25,3.46735902589829e-44
"Vps13c",2.65042860667683e-48,-0.366710173336283,0.731,0.867,3.91097245201234e-44
"Zbtb16",2.86530012033057e-48,0.602713552219276,0.536,0.431,4.22803685755979e-44
"Chd3",6.32991653697172e-48,0.413555487761202,0.822,0.806,9.34042484195547e-44
"Hnrnpa2b1",6.88427151471292e-48,0.344629152739317,0.866,0.839,1.01584310471104e-43
"Kif21a",7.50321151537503e-48,-0.365822684620669,0.686,0.862,1.10717389120874e-43
"Las1l",9.0437133216122e-48,-0.370564996733129,0.414,0.645,1.3344903377371e-43
"Jph1",1.01664575082376e-47,0.540224490135223,0.611,0.522,1.50016246991553e-43
"Dstn",1.16676368011949e-47,-0.390178196782494,0.354,0.57,1.72167648638431e-43
"Gm10033",1.37359986083914e-47,-0.369581962320888,0.151,0.325,2.02688395465423e-43
"Manba",1.53464295390519e-47,-0.365799931177114,0.108,0.261,2.26451914278251e-43
"Shisal1",1.7103006747447e-47,0.593633947345159,0.284,0.146,2.52371967565328e-43
"Cox4i1",1.78755782165118e-47,-0.420877044698675,0.265,0.474,2.63772032162848e-43
"Ano6",1.80596757166358e-47,-0.359920138659538,0.131,0.297,2.66488574874678e-43
"Ak2",1.89831370721375e-47,-0.381266665370615,0.251,0.455,2.80115170636461e-43
"Psma1",2.48511006656247e-47,-0.37119020173308,0.551,0.76,3.66702841421959e-43
"Rock1",2.78157008655689e-47,0.485550005464015,0.715,0.665,4.10448481972334e-43
"Mfsd4a",3.01117360604947e-47,0.532374596821875,0.604,0.52,4.44328777308659e-43
"Usp20",4.98023367563714e-47,-0.378009231034799,0.22,0.413,7.34883281177016e-43
"Fam214b",6.33518551783229e-47,-0.366947805535266,0.253,0.454,9.34819975011333e-43
"Pgp",7.10989674206653e-47,-0.377860642682985,0.2,0.388,1.04913636325934e-42
"R3hdm2",1.09531945942133e-46,0.438888961481317,0.778,0.735,1.61625339432212e-42
"Ncor2",1.2945737541343e-46,0.501663997839845,0.652,0.587,1.91027303160057e-42
"Cdc14b",1.34601449557698e-46,0.608842673891652,0.294,0.159,1.98617898967339e-42
"L1cam",1.42907036522319e-46,-0.368618146407424,0.201,0.391,2.10873623092333e-42
"Slc12a5",2.34472828179644e-46,0.554267940668858,0.561,0.465,3.45988105261883e-42
"Serinc1",2.59722365542735e-46,0.55411749263531,0.539,0.437,3.8324632259486e-42
"Zer1",3.14738092961626e-46,-0.33668935705345,0.713,0.861,4.64427529974176e-42
"Arhgef9",4.27578209223684e-46,0.484807588893474,0.681,0.627,6.30934405530468e-42
"Zfp207",6.66122644755295e-46,0.452131771658579,0.714,0.675,9.82930574600914e-42
"Prrt1",8.62905124130061e-46,-0.362670374594484,0.511,0.722,1.27330280116632e-41
"Xpr1",1.47028672288881e-45,0.600034103994721,0.456,0.331,2.16955508829473e-41
"Taok1",1.60418764371916e-45,0.531671436077872,0.58,0.492,2.36713928707199e-41
"Nlgn1",1.6771411787346e-45,0.487738799529986,0.693,0.648,2.47478952334078e-41
"Slc38a2",2.86275279242623e-45,0.45954869029203,0.754,0.7,4.22427802050415e-41
"Golim4",3.33236046498833e-45,-0.362729788568302,0.124,0.279,4.91723110213678e-41
"Olfm1",3.46470774407092e-45,-0.437590839870296,0.246,0.441,5.11252274715105e-41
"Dsel",3.77021352430874e-45,-0.344181729998026,0.132,0.292,5.56332707646998e-41
"Elavl3",4.82035522015028e-45,-0.368772258700184,0.512,0.722,7.11291616285375e-41
"Safb",5.05219729194833e-45,-0.398175115483461,0.513,0.711,7.45502232399896e-41
"Nsg2",5.59064181277599e-45,-0.397641854872927,0.265,0.462,8.24955105893225e-41
"Tuba1a",6.33402853548406e-45,-0.416172355904034,0.203,0.385,9.34649250696028e-41
"Rchy1",6.75285821239249e-45,-0.385047423340984,0.512,0.727,9.96451757820636e-41
"P2ry14",7.01971593388523e-45,-0.378887771933331,0.273,0.475,1.03582928320411e-40
"Begain",8.11793302636928e-45,-0.323620327309371,0.206,0.395,1.19788219737105e-40
"Hecw2",1.40567837127902e-44,0.584612113066671,0.381,0.247,2.07421900465932e-40
"Sirt3",1.57781217861859e-44,-0.385136619790653,0.29,0.496,2.32821965076959e-40
"Diaph2",2.84572029481621e-44,0.568485174696889,0.352,0.217,4.19914486703079e-40
"Mpped2",3.01521119763023e-44,0.415083761644516,0.821,0.786,4.44924564322316e-40
"Fam229b",3.05237540137378e-44,-0.337610862767707,0.113,0.262,4.50408514226715e-40
"Kndc1",3.2006854454876e-44,-0.391068812065344,0.185,0.363,4.72293144336151e-40
"Ablim2",3.23772208621403e-44,-0.39417329462538,0.217,0.403,4.77758271041742e-40
"Ak5",6.88988597504334e-44,0.496026558546482,0.631,0.559,1.01667157447739e-39
"Scai",8.87780640332075e-44,-0.373625728604237,0.52,0.729,1.31000911287401e-39
"Nmt1",1.07573213764512e-43,-0.386922753713706,0.399,0.611,1.58735034230914e-39
"Atxn1",1.09608162247913e-43,0.481781617307957,0.669,0.613,1.6173780421302e-39
"Clk4",1.18469986141358e-43,0.435494258100705,0.761,0.738,1.74814311550189e-39
"Hook1",1.30266111955719e-43,0.475389476757458,0.677,0.635,1.92220674801859e-39
"Cdc42se2",1.559061960746e-43,-0.387803150759552,0.323,0.528,2.3005518292768e-39
"Gpr158",1.79593829233274e-43,0.563595306390633,0.478,0.368,2.65008654416619e-39
"Tle4",2.03676181406622e-43,-0.394216768564889,0.28,0.477,3.00544573283612e-39
"Tmem214",2.1645637537047e-43,-0.361781224647308,0.295,0.495,3.19403027496666e-39
"Ralyl",2.65260653674752e-43,-0.334650578060213,0.642,0.819,3.91418620562464e-39
"Clip1",2.8967290987858e-43,0.396981594836323,0.818,0.804,4.27441345816833e-39
"Saa3",3.04353726484911e-43,-0.320280675364314,0.126,0.281,4.49104358801135e-39
"Ncdn",4.31932245452379e-43,-0.384768388520498,0.382,0.585,6.3735922138953e-39
"Sf3b1",7.52667110665048e-43,0.292677465433469,0.964,0.959,1.11063558849735e-38
"Mdh1",1.20046439949218e-42,-0.363216285934545,0.252,0.448,1.77140526789066e-38
"Tasor",1.40791668178333e-42,0.564139706100255,0.514,0.416,2.07752185563948e-38
"Iqsec3",1.88107338473071e-42,-0.339006003556835,0.226,0.414,2.77571188650863e-38
"Ankrd12",2.62136181516494e-42,0.414226805938948,0.819,0.816,3.86808149445739e-38
"Agk",2.62734822451459e-42,-0.351001573439793,0.274,0.472,3.87691504009372e-38
"Ptk2b",3.20521551949202e-42,0.447656250410293,0.703,0.655,4.72961602056242e-38
"Fam126b",3.30307558476983e-42,0.559787409833143,0.596,0.519,4.87401833288637e-38
"Mprip",4.08871071285949e-42,0.448622093807362,0.711,0.67,6.03330152789547e-38
"Nckap1",4.64583392245098e-42,0.483642924445093,0.604,0.53,6.85539253596866e-38
"Map1lc3a",4.89848931455896e-42,-0.364638899442116,0.176,0.348,7.2282108325632e-38
"Mef2a",6.86081807287232e-42,-0.348068297350528,0.621,0.798,1.01238231483304e-37
"Tiam1",7.02704525827955e-42,0.543614549770311,0.306,0.177,1.03691079831173e-37
"Ext1",1.03227762297874e-41,0.551326875466634,0.393,0.268,1.52322886046743e-37
"Kat6b",1.47777527732281e-41,0.528525410697128,0.569,0.487,2.18060519921754e-37
"Mt3",1.88700664963425e-41,-0.376042860594726,0.523,0.731,2.7844670122003e-37
"Zfp955b",2.13899913070027e-41,-0.339558180188848,0.211,0.391,3.15630711726132e-37
"Yeats2",5.38647944419338e-41,-0.352412501375543,0.503,0.706,7.94828906785176e-37
"Nudcd3",2.40027558576202e-40,-0.340039663335169,0.6,0.784,3.54184665435044e-36
"D3Ertd751e",3.01185883892773e-40,-0.30923925999789,0.126,0.274,4.44429890272176e-36
"Gk",3.0483713637761e-40,0.559387146245936,0.35,0.225,4.49817678438801e-36
"Usp46",3.06718171612969e-40,-0.356382587544229,0.347,0.548,4.52593334032097e-36
"Grm7",3.27375053875721e-40,0.544552025084649,0.528,0.435,4.83074629499014e-36
"Cdkl5",3.30776778574456e-40,0.556866350498145,0.502,0.405,4.88094214464467e-36
